id;sentence;sentenceForeign;words;sound;visible;created
138;{"sentences": [{"sentence":"Po přečtení _ dostal chuť se do knihy hned začíst.","translation":"","solution":["anotace"], "distractors":[] },{"sentence":"Abstraktní a těžko pochopitelné věci vysvětlujeme často na základě _ s věcmi známými.","translation":"","solution":["analogie"], "distractors":[] },{"sentence":"Zvuková _ spočívá v tom, že se hlásky, které čeština nemá, nahrazují hláskami angličtině nejbližšími .","translation":"","solution":["asimilace"], "distractors":[] },{"sentence":"Jiný název pro skloňování podstatných jmen je _ substantiv.","translation":"","solution":["deklinace"], "distractors":[] }] };;;;1;2020-01-09 14:42:41
139;{"sentences": [{"sentence":"Psal všechny SMS bez _ , nechtělo se mu psát háčky a čárky.","translation":"","solution":["diakritiky"], "distractors":[] },{"sentence":"Jeho přízvuk nesl stopy bavorského _ , ale stejně tak mohl být třeba ze Švýcarska.","translation":"","solution":["dialektu"], "distractors":[] },{"sentence":"Procvičíme si stupňování _ : dobře, lépe, nejlépe nebo tiše, tišeji, nejtišeji.","translation":"","solution":["adverbií"], "distractors":[] },{"sentence":"Některá slova vyvolávají mnoho pozitivních i negativních _ .","translation":"","solution":["asociací"], "distractors":[] }] };;;;1;2020-01-09 14:42:41
140;{"sentences": [{"sentence":"Zvukovou stránkou jazyka se zabývá _ .","translation":"","solution":["fonetika"], "distractors":[] },{"sentence":"Jak asi vznikl _ nechat někoho na holičkách?","translation":"","solution":["frazém"], "distractors":[] },{"sentence":"V angličtině dokázal komunikovat, ale _ mu dělala potíže.","translation":"","solution":["gramatika"], "distractors":[] },{"sentence":"Dva herci spolu na jevišti vedli vtipný _ .","translation":"","solution":["dialog"], "distractors":[] }] };;;;1;2020-01-09 14:42:41
141;{"sentences": [{"sentence":"Pane předsedo, rád bych s vámi udělal krátké _ .","translation":"","solution":["interview"], "distractors":[] },{"sentence":"Základním slovesným způsobem je oznamovací způsob neboli _ .","translation":"","solution":["indikativ"], "distractors":[] },{"sentence":"Komunističtí cenzoři hledali _ v každičkém slůvku.","translation":"","solution":["jinotaj"], "distractors":[] },{"sentence":"Předmět neboli _ je větný člen závisející na slovesu.","translation":"","solution":["objekt"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
142;{"sentences": [{"sentence":"Dobře ovládal pravopis i/y, ale stále ještě dělal chyby v _ .","translation":"","solution":["interpunkci"], "distractors":[] },{"sentence":"Autor svůj román označil za _ na kapitalismus, zatímco jiní soudí, že svým románem reagoval na první světovou válku.","translation":"","solution":["alegorii"], "distractors":[] },{"sentence":"Při vypravování vůbec neměnil _ , takže všichni usínali.","translation":"","solution":["intonaci"], "distractors":[] },{"sentence":"O významu slov jsme se učili v _ .","translation":"","solution":["sémantice"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
143;{"sentences": [{"sentence":"Výstup Gréty na téma klimatické změny vyvolal četné _ .","translation":"","solution":["polemiky"], "distractors":[] },{"sentence":"Ohýbání sloves se nazývá též _ .","translation":"","solution":["konjugace"], "distractors":[] },{"sentence":"Označení hezoun má negativní _ .","translation":"","solution":["konotace"], "distractors":[] },{"sentence":"Bilabiální _ neboli souhlásky obouretné jsou v češtině b, m, p.","translation":"","solution":["konsonanty"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
144;{"sentences": [{"sentence":"Historická _ zkoumá jazyky, které se užívaly v minulosti.","translation":"","solution":["lingvistika"], "distractors":[] },{"sentence":"Název zákusku rakvička se šlehačkou je _ . Zákusek má tvar skutečné rakve.","translation":"","solution":["metafora"], "distractors":[] },{"sentence":"Učitel vedl dlouhý _ o tom, že s pomeranči se nehází.","translation":"","solution":["monolog"], "distractors":[] },{"sentence":"Tvořením tvarů slov se zabývá _ .","translation":"","solution":["morfologie"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
145;{"sentences": [{"sentence":"Sloveso děláme je v 1. osobě _ .","translation":"","solution":["plurálu"], "distractors":[] },{"sentence":"Kočka je podstatné jméno v _ .","translation":"","solution":["singuláru"], "distractors":[] },{"sentence":"U _ nelze určit slovesnou osobu ani číslo.","translation":"","solution":["infinitivu"], "distractors":[] },{"sentence":"Udělal bych je sloveso v podmiňovacím způsobu neboli _ .","translation":"","solution":["kondicionálu"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
146;{"sentences": [{"sentence":"Slova kluk a chlapec jsou _ .","translation":"","solution":["synonyma"], "distractors":[] },{"sentence":"Tyto tři uvedené _ pocházejí z Erbenovy básně Polednice.","translation":"","solution":["strofy"], "distractors":[] },{"sentence":"Hitlerova dynamická a agresivní _ všechny zaskočila.","translation":"","solution":["rétorika"], "distractors":[] },{"sentence":"Potřeboval nějaké _ , aby dokázal přijít na podstatu problému.","translation":"","solution":["indicie"], "distractors":[] }] };;;;1;2020-01-09 14:42:42
147;{"sentences": [{"sentence":"Jednu ze složek základní skladební dvojice tvoří _ .","translation":"","solution":["predikát"], "distractors":[] },{"sentence":"Nauka o slohu se nazývá _ .","translation":"","solution":["stylistika"], "distractors":[] },{"sentence":"Podmětu se odborně říká _ .","translation":"","solution":["subjekt"], "distractors":[] },{"sentence":"Slovo pes je _ .","translation":"","solution":["substantivum"], "distractors":[] }] };;;;1;2020-01-09 14:42:43
148;{"sentences": [{"sentence":"Nestačí vědět, jak slova správně napsat, musíme si také ujasnit, jaká je jejich _ .","translation":"","solution":["sémantika"], "distractors":[] },{"sentence":"Větná _ se zabývá stavbou vět a závislostmi mezi větnými členy.","translation":"","solution":["syntax"], "distractors":[] },{"sentence":"Nauka o tom, jak má vypadat tiskovina, se nazývá _ .","translation":"","solution":["typografie"], "distractors":[] },{"sentence":"Slovo zpívat je _ .","translation":"","solution":["verbum"], "distractors":[] }] };;;;1;2020-01-09 14:42:43
149;{"sentences": [{"sentence":"Moby vydal nové _ .","translation":"","solution":["album"], "distractors":[] },{"sentence":"Připravuje se nový _ české poezie 2018.","translation":"","solution":["almanach"], "distractors":[] },{"sentence":"Gotická _ se vyznačuje tzv. lomeným obloukem.","translation":"","solution":["architekura"], "distractors":[] },{"sentence":"Karel Gott nazpíval _ se svou dcerou.","translation":"","solution":["duet"], "distractors":[] }] };;;;1;2020-01-09 14:44:43
150;{"sentences": [{"sentence":"Lašská taneční píseň tvoří podstatnou část hudebního _ Moravy.","translation":"","solution":["folkloru"], "distractors":[] },{"sentence":"Křižáky vylekal hlasitý zpěv husitského _ .","translation":"","solution":["chorálu"], "distractors":[] },{"sentence":"Po přečtení _ knihy jsem najednou vše pochopil.","translation":"","solution":["epilogu"], "distractors":[] },{"sentence":"Základní rytmus _ je slow-slow-quick-quick.","translation":"","solution":["foxtrotu"], "distractors":[] }] };;;;1;2020-01-09 14:44:43
151;{"sentences": [{"sentence":" _ je založena na dějovosti.","translation":"","solution":["Epika"], "distractors":[] },{"sentence":" _ o Gilgamešovi vypráví dobrodružství summerského krále Gilgameše.","translation":"","solution":["Epos"], "distractors":[] },{"sentence":" _ zachycuje přirozenou krásu v malířově okolí v danou chvíli.","translation":"","solution":["Impresionismus"], "distractors":[] },{"sentence":" _ mě moc neoslovila, mám raději prózu.","translation":"","solution":["Poezie"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
152;{"sentences": [{"sentence":"Umělecká _ je umělecká činnost konaná bez náležité přípravy.","translation":"","solution":["improvizace"], "distractors":[] },{"sentence":"Spisovatel nedokázal napsat další knihu, chyběla mu _ .","translation":"","solution":["inspirace"], "distractors":[] },{"sentence":"Evropský parlament, Rada Evropské unie a Evropská komise – tyto tři _ spolu tvoří právní předpisy plátící v EU.","translation":"","solution":["instituce"], "distractors":[] },{"sentence":"Slovenský film šedesátých let patří k výrazným hodnotám evropské _ .","translation":"","solution":["kinematografie"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
153;{"sentences": [{"sentence":"Pyšnil se obrazem od Rembrandta, ale ukázalo se, že jde pouze o _ .","translation":"","solution":["imitaci"], "distractors":[] },{"sentence":"Zúčastnila se soutěže v _ , kde přednesla Erbenovu Polednici.","translation":"","solution":["recitaci"], "distractors":[] },{"sentence":"Představoval jsem si, jak dveře podléhají heveru v _ praskání, zvonění, škrábání a skřípění.","translation":"","solution":["kakofonii"], "distractors":[] },{"sentence":"Ke _ fotek se vyjádřila pochvalně.","translation":"","solution":["kompozici"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
154;{"sentences": [{"sentence":"Učitelka mu zadávala stále jen stupnice a _ , ale on by se rád naučil doprovodit na piáno obyčejné písničky.","translation":"","solution":["etudy"], "distractors":[] },{"sentence":"Bavilo ji číst _ , protože v nich bylo hodně obrázků a málo textu.","translation":"","solution":["komiksy"], "distractors":[] },{"sentence":"Herci měli perfektní _ a líčení.","translation":"","solution":["kostýmy"], "distractors":[] },{"sentence":"Tibetští mniši tvoří složité kruhovité _ z barevného písku.","translation":"","solution":["mandaly"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
155;{"sentences": [{"sentence":"Hrál na varhany složitou Bachovu _ .","translation":"","solution":["fugu"], "distractors":[] },{"sentence":"Tahle inscenace má dnes _ , pojď na ni dnes, pak už ji nebudou hrát.","translation":"","solution":["derniéru"], "distractors":[] },{"sentence":"Za zpěvu písničky Měla babka čtyři jabka jsme se učili tančit _ .","translation":"","solution":["mazurku"], "distractors":[] },{"sentence":"Lístky na _ filmu byly vyprodané, diváci byli zvědaví na zpracování příběhu.","translation":"","solution":["premiéru"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
156;{"sentences": [{"sentence":"Za války se živila jako tanečnice v _ .","translation":"","solution":["kabaretu"], "distractors":[] },{"sentence":"V _ se snaží autor vyjádřit názor nebo pocity k danému tématu.","translation":"","solution":["lyrice"], "distractors":[] },{"sentence":"Na _ se objevil Josef Dvořák v roli vodníka.","translation":"","solution":["scéně"], "distractors":[] },{"sentence":"Do kontrastu k _ můžeme postavit např. folklór.","translation":"","solution":["popkultuře"], "distractors":[] }] };;;;1;2020-01-09 14:44:44
157;{"sentences": [{"sentence":"Napsal _ na téma Vliv mobilních telefonů na zdraví člověka.","translation":"","solution":["esej"], "distractors":[] },{"sentence":"Včera za naším domem havarovalo letadlo. Doufám, že se podobná _ už nebude opakovat.","translation":"","solution":["tragédie"], "distractors":[] },{"sentence":"První koncert České _ se konal roku 1896.","translation":"","solution":["filharmonie"], "distractors":[] },{"sentence":"Opakem _ je jednohlas.","translation":"","solution":["polyfonie"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
158;{"sentences": [{"sentence":"Při _ vzpomínal na své zemřelé příbuzné.","translation":"","solution":["rekviem"], "distractors":[] },{"sentence":"Catherine Millet je šéfredaktorka prestižní umělecké _ Art press.","translation":"","solution":["revue"], "distractors":[] },{"sentence":"Česká filharmonie nabízí v sezóně 2019/2020 _ na večerní koncertní řady A a B.","translation":"","solution":["abonmá"], "distractors":[] },{"sentence":"Po krátkém _ v Tureku se fotbalista Jelínek vrátil do Španělska.","translation":"","solution":["intermezzu"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
159;{"sentences": [{"sentence":"Sloku písně zpíval sólista, na _ se vždy přidával celý sbor.","translation":"","solution":["refrén"], "distractors":[] },{"sentence":"Kvartet je skladba napsaná pro soubor čtyř hudebníků čili pro _ .","translation":"","solution":["kvarteto"], "distractors":[] },{"sentence":"Historický _ Katedrála moře líčí život syna uprchlého nevolníka v Barceloně ve 14. století.","translation":"","solution":["román"], "distractors":[] },{"sentence":"Bedřich Smetana napsal operu Prodaná nevěsta na _ Karla Sabiny.","translation":"","solution":["libreto"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
160;{"sentences": [{"sentence":"Pěl _ na její kuchařské umění, vždycky si moc pochutnal.","translation":"","solution":["ódy"], "distractors":[] },{"sentence":"Koupil si vstupenky na _ Dracula.","translation":"","solution":["muzikál"], "distractors":[] },{"sentence":"Poklekl u paty věže a zazpíval tklivou _ . Tak jí vyjádřil svou lásku.","translation":"","solution":["serenádu"], "distractors":[] },{"sentence":"Z této adaptace Bible vyrostl i kulturně nejvlivnější prvek kultury „ černého křesťanství “, tedy _ .","translation":"","solution":["spirituály"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
161;{"sentences": [{"sentence":"Setkal se s Brendou Jackson, interpretkou černošských _ z Los Angeles.","translation":"","solution":["gospelů"], "distractors":[] },{"sentence":"Erbenova Kytice je sbírkou 13 _ .","translation":"","solution":["balad"], "distractors":[] },{"sentence":"Nerad chodil do _ , protože ho dívání na obrazy nudilo.","translation":"","solution":["galerií"], "distractors":[] },{"sentence":"Po přečtení několika pozitivních _ se rozhodl knihu koupit.","translation":"","solution":["recenzí"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
162;{"sentences": [{"sentence":"Když orchestr hrál _ , dech se mu tajil a cítil v sobě nezvyklé napětí.","translation":"","solution":["rapsodii"], "distractors":[] },{"sentence":"Před vyhlášením vítěze zahráli slavnostní _ .","translation":"","solution":["fanfáru"], "distractors":[] },{"sentence":"Poctivě dodržoval předepsanou _ skladby, hrál tiše, pak začal zesilovat.","translation":"","solution":["dynamiku"], "distractors":[] },{"sentence":"Premiéru představení jsme nestihli, zašli jsme ale pak na _ .","translation":"","solution":["reprízu"], "distractors":[] }] };;;;1;2020-01-09 14:44:45
163;{"sentences": [{"sentence":"Když byla malá, chodila do _ a hrála tenis, to jí zaplnilo všechen volný čas.","translation":"","solution":["baletu"], "distractors":[] },{"sentence":"Ve _ Hudebního divadla Karlín v Praze čekali na představení milovníci muzikálu.","translation":"","solution":["foyer"], "distractors":[] },{"sentence":"V _ zpívali pěvci italsky.","translation":"","solution":["opeře"], "distractors":[] },{"sentence":"Tato studie byla prezentována na 38. _ o rakovině prsu v San Antoniu ve Spojených státech.","translation":"","solution":["sympoziu"], "distractors":[] }] };;;;1;2020-01-09 14:44:46
164;{"sentences": [{"sentence":" _ je svižnou variantou foxtrotu: rychlá hudba, rychlé kroky, rychlé změny.","translation":"","solution":["Quickstep"], "distractors":[] },{"sentence":" _ výstavy proběhne v prostorách zámecké konírny 2. června v 17 hodin.","translation":"","solution":["Vernisáž"], "distractors":[] },{"sentence":" _ Na samotě u lesa všechny rozesmála.","translation":"","solution":["Komedie"], "distractors":[] },{"sentence":" _ šíří obrovské množství informací.","translation":"","solution":["Masmédia"], "distractors":[] }] };;;;1;2020-01-09 14:44:46
165;{"sentences": [{"sentence":"Být filmovým _ znamená jednat s lidmi, řešit procesní otázky, smlouvy, číst scénáře, dívat se na záznamy z kamerových zkoušek atd.","translation":"","solution":["producentem"], "distractors":[] },{"sentence":"Krvavý šrám na obličeji hrdiny byl uměle vytvořen šikovným _ .","translation":"","solution":["maskérem"], "distractors":[] },{"sentence":"Karel Josef z Morzinu byl prvním _ , který podporoval skladatele Josepha Haydna.","translation":"","solution":["mecenášem"], "distractors":[] },{"sentence":"Film Pelíšky se stal v českých domácnostech vánočním _ .","translation":"","solution":["evergreenem"], "distractors":[] }] };;;;1;2020-01-09 14:44:46
166;{"sentences": [{"sentence":"Barokní socha se stala obětí _ : někdo jí ulomil ruku.","translation":"","solution":["vandalismu"], "distractors":[] },{"sentence":"Podle _ vznikly na Zemi řeky ze slz nymf.","translation":"","solution":["mýtu"], "distractors":[] },{"sentence":"Sebevědomě se rozhlédl jako kovboj ve _ .","translation":"","solution":["westernu"], "distractors":[] },{"sentence":"Autor se ve _ trefoval do různých problematických témat.","translation":"","solution":["skeči"], "distractors":[] }] };;;;1;2020-01-09 14:44:46
167;{"sentences": [{"sentence":"Jeho práce vyžadovala _ , byl totiž módní návrhář.","translation":"","solution":["kreativitu"], "distractors":[] },{"sentence":"J. Robbins vytvořil _ pro muzikál West Side Story.","translation":"","solution":["choreografii"], "distractors":[] },{"sentence":"Průvodce nás upozornil na _ , které dokládaly vliv italské renezance na stavbu zámku.","translation":"","solution":["arkády"], "distractors":[] },{"sentence":"Hledáme _ , kteří by nám pomohli náš projekt financovat.","translation":"","solution":["sponzory"], "distractors":[] }] };;;;1;2020-01-09 14:44:46
168;{"sentences": [{"sentence":"Získala fotku Brada Pitta i jeho _ .","translation":"","solution":["autogram"], "distractors":[] },{"sentence":"Slavnostní _ měl brzy začít a kručení v břiše mi připomnělo, že jsem ještě dnes nic nejedl.","translation":"","solution":["banket"], "distractors":[] },{"sentence":"Seriál Zaklínač má nový _ .","translation":"","solution":["trailer"], "distractors":[] },{"sentence":"Francouzská _ a gelové nehty na rukou jsou teď v módě.","translation":"","solution":["manikúra"], "distractors":[] }] };;;;1;2020-01-09 14:45:19
169;{"sentences": [{"sentence":"Přes korzetové šaty natáhla jen krátké _ .","translation":"","solution":["bolerko"], "distractors":[] },{"sentence":"Vojáci nosí _ , aby nebyli v terénu nápadní.","translation":"","solution":["maskáče"], "distractors":[] },{"sentence":"Vlasy měla ostříhané na _ .","translation":"","solution":["mikádo"], "distractors":[] },{"sentence":"Vypadal jako kovboj: měl _ a kostkovanou košili.","translation":"","solution":["džíny"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
170;{"sentences": [{"sentence":"Jídlo mu chutnalo, a vůbec nevadilo, že nebylo uvařené přesně podle _ .","translation":"","solution":["receptu"], "distractors":[] },{"sentence":"Na zahradním _ se už pekli pstruzi.","translation":"","solution":["grilu"], "distractors":[] },{"sentence":"Z poledního _ si můžete vybrat až ze tří jídel.","translation":"","solution":["menu"], "distractors":[] },{"sentence":"Nelíbila se mu bílá plíseň na povrchu _ .","translation":"","solution":["hermelínu"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
171;{"sentences": [{"sentence":"Chtěla jít plavat, ale nemohla najít _ .","translation":"","solution":["bikiny"], "distractors":[] },{"sentence":"Nenosila drahé šperky, měla raději _ .","translation":"","solution":["bižuterii"], "distractors":[] },{"sentence":"Vyměnila nudné džíny za pružné, pestrobarevné _ .","translation":"","solution":["legíny"], "distractors":[] },{"sentence":"Přes hlavu přetáhl nepromokavé _ , aby uchránil sebe i batoh před deštěm.","translation":"","solution":["pončo"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
172;{"sentences": [{"sentence":"V kuchyni restaurace se dodržovala přísná _ .","translation":"","solution":["hygiena"], "distractors":[] },{"sentence":"Výběr nevhodných ponožek nebo punčoch dokáže pokazit celkový _ .","translation":"","solution":["styling"], "distractors":[] },{"sentence":"Vytříbený _ podtrhuje bílá košile a stylová úzká kravata.","translation":"","solution":["look"], "distractors":[] },{"sentence":"Nejen _ , ale i postoj a styl chůze ovlivňuje dojem, který z nás ostatní mají.","translation":"","solution":["outfit"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
173;{"sentences": [{"sentence":"Maminka připravila výborné srnčí _ s rýží.","translation":"","solution":["ragú"], "distractors":[] },{"sentence":"V italské restauraci jsem si objednal houbové _ .","translation":"","solution":["ravioli"], "distractors":[] },{"sentence":"Už jste určitě na pultech pekařství zahlédli _ , plněné italské sendviče.","translation":"","solution":["panini"], "distractors":[] },{"sentence":"Když ve vlaku začal pojídat _ , všichni se rozhlíželi, odkud pochází ten ostrý puch.","translation":"","solution":["romadúr"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
174;{"sentences": [{"sentence":"Hudba alternativní kapely rozhodně nereprezentovala český _ .","translation":"","solution":["mainstream"], "distractors":[] },{"sentence":"Po koncertě se konal v podzemí kapli decentní _ pouze pro zvané.","translation":"","solution":["raut"], "distractors":[] },{"sentence":"Našli jsme obchod s velkým výběrem vybavení pro _ .","translation":"","solution":["outdoor"], "distractors":[] },{"sentence":"Dají se tu sehnat pěkné kousky a to i _ , nevýhodou je, že každý kus je unikát, takže buď vám sedne, nebo ne.","translation":"","solution":["vintage"], "distractors":[] }] };;;;1;2020-01-09 14:45:20
175;{"sentences": [{"sentence":" _ , tedy poplatek, za který dostanete například karafu vody, pečivo a podobně, musíte mít možnost předem odmítnout.","translation":"","solution":["Couvert"], "distractors":[] },{"sentence":" _ , při které mi slečna namasíruje chodidla a lýtka, je víc než příjemná.","translation":"","solution":["Pedikúra"], "distractors":[] },{"sentence":" _ je letos trendem u jarních a letních dámských bot.","translation":"","solution":["Platforma"], "distractors":[] },{"sentence":" _ začala dělat ve svých 15 letech.","translation":"","solution":["Modeling"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
176;{"sentences": [{"sentence":"Pokrm doplníme sýrem _ nebo českým tvarohem.","translation":"","solution":["ricotta"], "distractors":[] },{"sentence":"Vždycky na sebe navleče kde co a pak vypadá jak _ .","translation":"","solution":["maškara"], "distractors":[] },{"sentence":"Piškotová _ lákala vosy.","translation":"","solution":["roláda"], "distractors":[] },{"sentence":"V nabídce spodního prádla jsou dámská i pánská _ různých barev i střihů.","translation":"","solution":["tanga"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
177;{"sentences": [{"sentence":"Znala každý módní _ a podle toho se také oblékala.","translation":"","solution":["trend"], "distractors":[] },{"sentence":"Vedoucí jezdec závodu Tour de France je barevně odlišen od ostatních, má žlutý _ .","translation":"","solution":["trikot"], "distractors":[] },{"sentence":"Nevěsta potřebovala, aby jí někdo pomohl zašněrovat _ .","translation":"","solution":["korzet"], "distractors":[] },{"sentence":"Teď nemůžeš jít plavat, zničila by sis ten dokonalý _ .","translation":"","solution":["make-up"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
178;{"sentences": [{"sentence":"Když se přiblížila, ucítil její jemný květinový _ .","translation":"","solution":["parfém"], "distractors":[] },{"sentence":"Měl cylindr a vázanku, ale jeho _ byl pomačkaný.","translation":"","solution":["frak"], "distractors":[] },{"sentence":"Vstříc jí přišla úřednice, která na sobě měla kalhotový _ podivné barvy.","translation":"","solution":["kostým"], "distractors":[] },{"sentence":"Ve firmě máme povinný _ , neexistuje, že bych nepřišel v košili a kravatě.","translation":"","solution":["dress code"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
179;{"sentences": [{"sentence":"Musím jít ke kadeřnici a na _ .","translation":"","solution":["kosmetiku"], "distractors":[] },{"sentence":"Díky perfektní postavě ji považovali za _ .","translation":"","solution":["manekýnu"], "distractors":[] },{"sentence":"Na ples si herečka nechala ušít dokonalou _ .","translation":"","solution":["róbu"], "distractors":[] },{"sentence":"Ve výloze prodavačka zrovna oblékala plastovou _ .","translation":"","solution":["figurínu"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
180;{"sentences": [{"sentence":"Odjel do sklípku na _ moravských vín.","translation":"","solution":["košt"], "distractors":[] },{"sentence":"Nechala si zvětšit prsa a udělat _ břicha.","translation":"","solution":["liposukci"], "distractors":[] },{"sentence":"Byl pozván na _ francouzských vín a sýrů. Ochutnal úplně všechny.","translation":"","solution":["degustaci"], "distractors":[] },{"sentence":"Zajímalo ho víno a vinařství, proto začal na univerzitě studovat _ .","translation":"","solution":["enologii"], "distractors":[] }] };;;;1;2020-01-09 14:45:21
181;{"sentences": [{"sentence":"Kvalitní _ by měl omezovat přílišný pach potu.","translation":"","solution":["deodorant"], "distractors":[] },{"sentence":"Modelka v pohádkových šatech vyrazila na přehlídkové _ .","translation":"","solution":["molo"], "distractors":[] },{"sentence":"Ovčí vlna _ je dokonalá: neškrábe, neutralizuje zápach a hlavně dokonale izoluje.","translation":"","solution":["merino"], "distractors":[] },{"sentence":"Neohrožený _ považoval maso červa za největší delikatesu.","translation":"","solution":["gurmán"], "distractors":[] }] };;;;1;2020-01-09 14:45:22
182;{"sentences": [{"sentence":"Bez _ do _ nelez.","translation":"","solution":["peněz","hospody"],"distractors": ["školy","práce"] }]};;;;1;2020-04-26 13:14:05
183;{"sentences": [{"sentence":"Co je _ , to je s _ .","translation":"","solution":["šeptem","čertem"],"distractors": ["andělem","nahlas"] }]};;;;1;2020-04-26 13:14:05
184;{"sentences": [{"sentence":"Co se v mládí _ , ke stáru jako když _ .","translation":"","solution":["naučíš","najdeš"],"distractors": ["ztratíš","zapomeneš"] }]};;;;1;2020-04-26 13:14:05
185;{"sentences": [{"sentence":"Dvakrát _ , jednou _ .","translation":"","solution":["měř","řež"],"distractors": ["běž","věž"] }]};;;;1;2020-04-26 13:14:05
186;{"sentences": [{"sentence":"Hlad _ _ _ .","translation":"","solution":["je","nejlepší","kuchař"],"distractors": ["nejhorší","jedlík"] }]};;;;1;2020-04-26 13:14:06
187;{"sentences": [{"sentence":"Hlad má _ _ .","translation":"","solution":["velké","oči"],"distractors": ["uši","malé"] }]};;;;1;2020-04-26 13:14:06
188;{"sentences": [{"sentence":"I _ _ se někdy _ .","translation":"","solution":["mistr","tesař","utne"],"distractors": ["utone","plavčík"] }]};;;;1;2020-04-26 13:14:06
189;{"sentences": [{"sentence":"Jak se do lesa _ , tak se z _ _ .","translation":"","solution":["volá","lesa","ozývá"],"distractors": ["pole","kácí"] }]};;;;1;2020-04-26 13:14:06
190;{"sentences": [{"sentence":"Jak si kdo _ , tak si _ .","translation":"","solution":["ustele","lehne"],"distractors": ["prostře","postaví"] }]};;;;1;2020-04-26 13:14:06
191;{"sentences": [{"sentence":"Kdo dřív _ , ten _ _ .","translation":"","solution":["přijde","dřív","mele"],"distractors": ["později","peče","strouhá"] }]};;;;1;2020-04-26 13:14:06
192;{"sentences": [{"sentence":"Kdo _ _ _ , _ do ní _ .","translation":"","solution":["jinému","jámu","kopá","sám","padá"],"distractors": ["skáče","houbu"] }]};;;;1;2020-04-26 13:14:07
193;{"sentences": [{"sentence":"Kdo nic _ , _ _ .","translation":"","solution":["nedělá","nic","nezkazí"],"distractors": ["neslíbí","něco"] }]};;;;1;2020-04-26 13:14:07
194;{"sentences": [{"sentence":"Kdo _ _ , _ _ .","translation":"","solution":["seje","vítr","sklízí","bouři"],"distractors": ["zrno","mele"] }]};;;;1;2020-04-26 13:14:07
195;{"sentences": [{"sentence":"Když _ není doma, _ _ _ .","translation":"","solution":["kocour","myši","mají","pré"],"distractors": ["pes","pyré","kočky"] }]};;;;1;2020-04-26 13:14:07
196;{"sentences": [{"sentence":"Když se _ _ , _ se _ .","translation":"","solution":["dva","perou","třetí","směje"],"distractors": ["tři","brečí","hádají"] }]};;;;1;2020-04-26 13:14:07
197;{"sentences": [{"sentence":"Když se _ _ , tak _ _ .","translation":"","solution":["kácí","les","lítají","třísky"],"distractors": ["pálí","polena"] }]};;;;1;2020-04-26 13:14:08
198;{"sentences": [{"sentence":"Kolik _ umíš, tolikrát jsi _ .","translation":"","solution":["řečí","člověkem"],"distractors": ["slov","andělem","triků"] }]};;;;1;2020-04-26 13:14:08
199;{"sentences": [{"sentence":"Komu se _ , tomu se _ .","translation":"","solution":["nelení","zelení"],"distractors": ["jeleni","neplení","velení"] }]};;;;1;2020-04-26 13:14:08
200;{"sentences": [{"sentence":"Kovářovic _ _ _ .","translation":"","solution":["kobyla","chodí","bosa"],"distractors": ["okovaná","kačena"] }]};;;;1;2020-04-26 13:14:08
201;{"sentences": [{"sentence":"Mezi _ _ _ .","translation":"","solution":["slepými","jednooký","králem"],"distractors": ["šaškem","jednookými","slepý"] }]};;;;1;2020-04-26 13:14:08
202;{"sentences": [{"sentence":"My o _ a _ za _ .","translation":"","solution":["vlku","vlk","dveřmi"],"distractors": ["koze","lesem","koza"] }]};;;;1;2020-04-26 13:14:09
203;{"sentences": [{"sentence":"Nekupuj _ _ _ .","translation":"","solution":["zajíce","v","pytli"],"distractors": ["lese","na","střeše","jelena"] }]};;;;1;2020-04-26 13:14:09
204;{"sentences": [{"sentence":"Není všechno _ , co se _ .","translation":"","solution":["zlato","třpytí"],"distractors": ["voda","prodává","uhlí"] }]};;;;1;2020-04-26 13:14:09
205;{"sentences": [{"sentence":"Neštěstí _ _ _ , ale po _ .","translation":"","solution":["nechodí","po","horách","lidech"],"distractors": ["nelítá","městech"] }]};;;;1;2020-04-26 13:14:09
