problem,sentence,solutions,fullname,pred,certainty
201,Will you _ a song to us?,sing,slovesa-zaklad-1-uroven,sing,6.271239161491394
202,I _ got two brothers.,have,slovesa-zaklad-1-uroven,have,6.28667825460434
202,The shop _ at 9 am.,opens,slovesa-zaklad-1-uroven,opens,6.28667825460434
202,"I couldn't _ Milan, he was behind a tree.",find,slovesa-zaklad-1-uroven,find,6.28667825460434
203,I _ home once a week to talk to my parents.,ring,slovesa-zaklad-1-uroven,ring,5.137439727783203
203,The story _ on page 8.,continues,slovesa-zaklad-1-uroven,continues,5.137439727783203
203,"It's _ , let's build a snowman.",snowing,slovesa-zaklad-1-uroven,snowing,5.137439727783203
204,She lost a lot of _ in the accident.,blood,casti-tela-1-uroven,blood,3.2687606811523438
204,She has got beautiful blue _ .,eyes,casti-tela-1-uroven,eyes,3.2687606811523438
204,"I can't walk, my _ hurts.",knee,casti-tela-1-uroven,knee,3.2687606811523438
205,She has broken a _ in her wrist.,bone,casti-tela-1-uroven,bone,4.095705479383469
205,She blew her _ .,nose,casti-tela-1-uroven,nose,4.095705479383469
205,He kissed her on the _ .,mouth,casti-tela-1-uroven,mouth,4.095705479383469
206,"She has got long, dark _ .",hair,casti-tela-1-uroven,hair,2.474773585796356
206,"My _ are so cold, I will put on socks.",feet,casti-tela-1-uroven,feet,2.474773585796356
206,The girl and the boy hold their _ .,hands,casti-tela-1-uroven,hands,2.474773585796356
207,"I can't hear you, there is something in my _ .",ear,casti-tela-1-uroven,ear,2.654952824115753
207,You can solve the problem – use your _ .,brain,casti-tela-1-uroven,brain,2.654952824115753
207,Brush your _ !,teeth,casti-tela-1-uroven,teeth,2.654952824115753
208,She took her baby in her _ .,arms,casti-tela-1-uroven,arms,3.3603413105010986
208,She had a ring on her _ .,finger,casti-tela-1-uroven,finger,3.3603413105010986
208,My mum has a good _ .,heart,casti-tela-1-uroven,heart,3.3603413105010986
209,I put on a hat to keep my _ warm.,head,casti-tela-1-uroven,head,2.6024985909461975
209,He broke his _ when he was skiing.,leg,casti-tela-1-uroven,leg,2.6024985909461975
209,Don't bite your _ !,nails,casti-tela-1-uroven,nails,2.6024985909461975
210,My sister always wears a gold chain around her _ .,neck,casti-tela-1-uroven,neck,3.9170708656311035
210,I could see from her _ that she was unhappy.,face,casti-tela-1-uroven,face,3.9170708656311035
210,Babies have soft _ .,skin,casti-tela-1-uroven,skin,3.9170708656311035
211,The _ is pink.,pig,zvirata-mix-1-uroven,pig,2.2659128308296204
211,The _ is the king of animals.,lion,zvirata-mix-1-uroven,lion,2.2659128308296204
211,The _ eats bananas.,monkey,zvirata-mix-1-uroven,monkey,2.2659128308296204
212,The _ is a large animal.,tiger,zvirata-mix-1-uroven,tiger,1.6786565482616425
212,The _ lives in water.,turtle,zvirata-mix-1-uroven,turtle,1.6786565482616425
212,The _ is a small animal with long ears.,rabbit,zvirata-mix-1-uroven,rabbit,1.6786565482616425
213,The _ produces milk.,cow,zvirata-mix-1-uroven,cow,3.9673798084259033
213,The _ is green.,crocodile,zvirata-mix-1-uroven,chicken,3.9673798084259033
213,The _ is a type of bird.,chicken,zvirata-mix-1-uroven,crocodile,3.9673798084259033
214,The _ is an animal that looks like a small horse but has longer ears.,donkey,zvirata-mix-1-uroven,donkey,1.972688615322113
214,The _ has sharp teeth.,shark,zvirata-mix-1-uroven,shark,1.972688615322113
214,The _ is a large ape.,gorilla,zvirata-mix-1-uroven,gorilla,1.972688615322113
215,The _ is a very large grey animal.,elephant,zvirata-mix-1-uroven,dog,1.3972428143024445
215,The _ is a bird that lives by water.,duck,zvirata-mix-1-uroven,duck,1.3972428143024445
215,The _ is an animal with four legs.,dog,zvirata-mix-1-uroven,elephant,1.3972428143024445
216,The _ is an animal with a very long neck.,giraffe,zvirata-mix-1-uroven,giraffe,3.3803763389587402
216,The  _ lives in water and has eight tentacles.,octopus,zvirata-mix-1-uroven,octopus,3.3803763389587402
216,The _ is a black and white bird.,penguin,zvirata-mix-1-uroven,penguin,3.3803763389587402
217,The _ provides milk.,goat,zvirata-mix-1-uroven,goat,2.3506108224391937
217,The _ is a large animal that lives in the desert.,camel,zvirata-mix-1-uroven,camel,2.3506108224391937
217,The _ is a sea mammal.,dolphin,zvirata-mix-1-uroven,dolphin,2.3506108224391937
218,The _ catches mice.,cat,zvirata-mix-1-uroven,cat,5.630922317504883
218,The _ is a large animal with thick grey skin.,hippopotamus,zvirata-mix-1-uroven,hippopotamus,5.630922317504883
218,The _ moves by jumping.,kangaroo,zvirata-mix-1-uroven,kangaroo,5.630922317504883
219,My _ is Tim.,name,rodina-lide-1-uroven,name,4.530904591083527
219,The sister of my father is my _ .,aunt,rodina-lide-1-uroven,aunt,4.530904591083527
219,The _ has long hair.,girl,rodina-lide-1-uroven,girl,4.530904591083527
220,I have one older _ .,brother,rodina-lide-3-uroven,brother,3.2073959708213806
220,Mary is my _ .,wife,rodina-lide-3-uroven,wife,3.2073959708213806
220,He's my _ .,age,rodina-lide-3-uroven,age,3.2073959708213806
221,They are not a big _ .,family,rodina-lide-1-uroven,family,3.0106120109558105
221,The brother of my father is my _ .,uncle,rodina-lide-1-uroven,uncle,3.0106120109558105
221,The _ is crying all the time.,baby,rodina-lide-1-uroven,baby,3.0106120109558105
222,Mark is a nice _ .,person,rodina-lide-2-uroven,person,3.8918802738189697
222,How many _ do you work with?,people,rodina-lide-2-uroven,people,3.8918802738189697
222,My _ is a great man.,father,rodina-lide-2-uroven,father,3.8918802738189697
223,She is my younger _ .,sister,rodina-lide-2-uroven,sister,3.767433524131775
223,I love my _ !,husband,rodina-lide-2-uroven,husband,3.767433524131775
223,This _ says she knows you.,woman,rodina-lide-2-uroven,woman,3.767433524131775
224,Are these your _ ?,parents,rodina-lide-1-uroven,parents,4.238389015197754
224,He is a bad _ .,man,rodina-lide-1-uroven,man,4.238389015197754
224,My _ is a very kind woman.,mother,rodina-lide-1-uroven,mother,4.238389015197754
226,"You are eighteen now, so you are an _ .",adult,rodina-lide-2-uroven,adult,4.569610953330994
226,This is the _ that lives next to us.,neighbour,rodina-lide-2-uroven,neighbour,4.569610953330994
226,My aunt’s child is my _ .,cousin,rodina-lide-2-uroven,cousin,4.569610953330994
226,Their _ was born last week.,baby,rodina-lide-2-uroven,baby,4.569610953330994
227,There is a _ of people on the street.,crowd,rodina-lide-2-uroven,crowd,5.194313168525696
227,My _ is eighty years old.,grandmother,rodina-lide-2-uroven,grandmother,5.194313168525696
227,"Write down your _ , please.",surname,rodina-lide-2-uroven,surname,5.194313168525696
227,You should take care of your _ .,family,rodina-lide-2-uroven,family,5.194313168525696
228,This is _ Thompson. He is your new boss.,Mr,rodina-lide-2-uroven,Mr,4.864654779434204
228,My sister’s son is my _ .,nephew,rodina-lide-2-uroven,nephew,4.864654779434204
228,Would you like to be our _ ?,guest,rodina-lide-2-uroven,guest,4.864654779434204
228,Tell us your name and your _ .,age,rodina-lide-2-uroven,age,4.864654779434204
229,I am _ . We had a wedding last year.,married,rodina-lide-2-uroven,married,4.763642072677612
229,She was never a difficult _ .,teenager,rodina-lide-2-uroven,teenager,4.763642072677612
229,I have to work in a _ with four other people.,team,rodina-lide-2-uroven,team,4.763642072677612
229,They are not _ . They don’t know each other.,friends,rodina-lide-2-uroven,friends,4.763642072677612
230,How do you know _ Hill?,Mrs,rodina-lide-2-uroven,Mrs,4.878148078918457
230,He is a _ now. His daughter just had a baby.,grandfather,rodina-lide-2-uroven,grandfather,4.878148078918457
230,Would you like to be my _ ?,girlfriend,rodina-lide-2-uroven,girlfriend,4.878148078918457
230,I have never met that _ .,person,rodina-lide-2-uroven,person,4.878148078918457
231,There is a _ in our living room.,visitor,rodina-lide-2-uroven,visitor,4.420078158378601
231,"She’s not married yet, so you should call her _ .",Miss,rodina-lide-2-uroven,Miss,4.420078158378601
231,I don’t belong to your _ of people.,group,rodina-lide-2-uroven,group,4.420078158378601
231,Becky is just a little _ .,girl,rodina-lide-2-uroven,girl,4.420078158378601
232,I have a _ . She is my son’s daughter.,granddaughter,rodina-lide-2-uroven,granddaughter,3.735271990299225
232,He doesn’t want to be my _ .,boyfriend,rodina-lide-2-uroven,boyfriend,3.735271990299225
232,Oscar is a twenty-year-old _ .,man,rodina-lide-2-uroven,man,3.735271990299225
232,Sally really likes talking to _ .,people,rodina-lide-2-uroven,people,3.735271990299225
233,"Here is a paper, _ something.",draw,slovesa-zaklad-1-uroven,draw,4.081738173961639
233,Do you want to _ something?,eat,slovesa-zaklad-1-uroven,eat,4.081738173961639
233,I _ in a city.,live,slovesa-zaklad-1-uroven,live,4.081738173961639
234,I want to _ happy.,be,slovesa-zaklad-1-uroven,be,5.01697850227356
234,"Here, _ some water.",drink,slovesa-zaklad-1-uroven,drink,5.01697850227356
234,Do you _ often?,travel,slovesa-zaklad-1-uroven,travel,5.01697850227356
235,Children need to _ a lot.,sleep,slovesa-zaklad-1-uroven,sleep,3.193075120449066
235,He doesn’t want to _ .,continue,slovesa-zaklad-1-uroven,continue,3.193075120449066
235,You can _ your eyes.,open,slovesa-zaklad-1-uroven,open,3.193075120449066
236,She _ some money left.,has,slovesa-zaklad-2-uroven,has,6.637354254722595
236,It might _ tomorrow.,rain,slovesa-zaklad-2-uroven,rain,6.637354254722595
236,They _ together.,work,slovesa-zaklad-2-uroven,work,6.637354254722595
237,Help me _ it.,find,slovesa-zaklad-1-uroven,find,3.63810271024704
237,He must _ to the doctor.,go,slovesa-zaklad-1-uroven,go,3.63810271024704
237,There is the bathroom. Go _ yourself.,wash,slovesa-zaklad-1-uroven,wash,3.63810271024704
238,We can _ that.,use,slovesa-zaklad-1-uroven,use,3.1458146572113037
238,You can _ the door.,close,slovesa-zaklad-1-uroven,close,3.1458146572113037
238,Is it expensive to _ a house?,build,slovesa-zaklad-1-uroven,build,3.1458146572113037
239,There are ten _ and five girls.,boys,rodina-lide-1-uroven,boys,4.450140953063965
239,She has a _ called Emily.,daughter,rodina-lide-1-uroven,daughter,4.450140953063965
239,I don’t know these _ .,people,rodina-lide-1-uroven,people,4.450140953063965
240,This is a picture of my _ .,grandson,rodina-lide-3-uroven,grandson,4.075609624385834
240,Our daughter is pregnant. We are going to be _ .,grandparents,rodina-lide-3-uroven,grandparents,4.075609624385834
240,"Yes, I know his _ . It’s Nick.",name,rodina-lide-3-uroven,name,4.075609624385834
240,My _ looks just like me.,sister,rodina-lide-3-uroven,sister,4.075609624385834
241,I want to _ something new.,create,slovesa-zaklad-1-uroven,create,3.831745147705078
241,You cannot _ cigarettes here.,smoke,slovesa-zaklad-1-uroven,smoke,3.831745147705078
241,He can _ a couple of minutes.,wait,slovesa-zaklad-1-uroven,wait,3.831745147705078
242,Did you _ the film?,enjoy,slovesa-zaklad-2-uroven,enjoy,2.740890681743622
242,You can _ it over there.,put,slovesa-zaklad-2-uroven,put,2.740890681743622
242,John should _ the new car.,try,slovesa-zaklad-2-uroven,try,2.740890681743622
243,I want you to _ my parents.,meet,slovesa-zaklad-2-uroven,meet,6.380780577659607
243,She will _ the child back.,get,slovesa-zaklad-2-uroven,get,6.380780577659607
243,That _ good.,sounds,slovesa-zaklad-2-uroven,sounds,6.380780577659607
244,We _ help you with that.,can,slovesa-zaklad-2-uroven,can,4.856585383415222
244,I’m sure he will _ great things.,achieve,slovesa-zaklad-2-uroven,achieve,4.856585383415222
244,You can’t _ here.,camp,slovesa-zaklad-2-uroven,camp,4.856585383415222
245,He _ at the worst jokes.,laughs,slovesa-zaklad-2-uroven,laughs,4.4920143485069275
245,Do you want to _ he will win?,bet,slovesa-zaklad-2-uroven,bet,4.4920143485069275
245,I can’t _ very well.,sing,slovesa-zaklad-2-uroven,sing,4.4920143485069275
246,I should _ for the trip.,prepare,slovesa-zaklad-3-uroven,prepare,3.4970732927322388
246,Ellen is going to _ the exam.,fail,slovesa-zaklad-3-uroven,fail,3.4970732927322388
246,They can’t _ here anymore.,stay,slovesa-zaklad-3-uroven,stay,3.4970732927322388
247,He can _ very fast.,run,pohybova-slovesa-1-uroven,run,2.558004856109619
247,I don’t want to _ with you.,dance,pohybova-slovesa-1-uroven,dance,2.558004856109619
247,Can you _ a horse?,ride,pohybova-slovesa-1-uroven,ride,2.558004856109619
248,How high can you _ ?,jump,pohybova-slovesa-2-uroven,jump,3.167098104953766
248,"Please, _ for a while.",stop,pohybova-slovesa-2-uroven,leave,3.167098104953766
248,She should _ .,leave,pohybova-slovesa-2-uroven,stop,3.167098104953766
249,Emma _ like a fish.,swims,pohybova-slovesa-1-uroven,swims,5.908360481262207
249,Let’s _ basketball.,play,pohybova-slovesa-1-uroven,play,5.908360481262207
249,You cannot _ down.,fall,pohybova-slovesa-1-uroven,fall,5.908360481262207
250,Can you _ this for me?,hold,pohybova-slovesa-1-uroven,hold,4.0373483300209045
250,We can go _ if it snows.,skiing,pohybova-slovesa-1-uroven,skiing,4.0373483300209045
250,He can _ on that chair.,sit,pohybova-slovesa-1-uroven,sit,4.0373483300209045
251,You can’t _ other players.,kick,pohybova-slovesa-1-uroven,kick,2.8983033299446106
251,It hurts if I _ for too long.,stand,pohybova-slovesa-1-uroven,stand,2.8983033299446106
251,She wants to _ like the birds.,fly,pohybova-slovesa-1-uroven,fly,2.8983033299446106
252,It’s not that far. We can _ there.,walk,pohybova-slovesa-2-uroven,walk,1.8347273468971252
252,There are no mountains to _ on here.,climb,pohybova-slovesa-2-uroven,climb,1.8347273468971252
252,Ernest can’t _ his legs.,move,pohybova-slovesa-2-uroven,move,1.8347273468971252
253,The ship will _ soon.,sink,pohybova-slovesa-2-uroven,sink,5.044344067573547
253,Try to _ the ball.,hit,pohybova-slovesa-2-uroven,hit,5.044344067573547
253,You need to _ before exercising.,stretch,pohybova-slovesa-2-uroven,stretch,5.044344067573547
253,We can _ there in our car.,drive,pohybova-slovesa-2-uroven,drive,5.044344067573547
254,"Be careful, they might _ you.",attack,pohybova-slovesa-2-uroven,attack,3.941418945789337
254,You should know how to _ yourself.,defend,pohybova-slovesa-2-uroven,defend,3.941418945789337
254,How much weight can she _ ?,lift,pohybova-slovesa-2-uroven,lift,3.941418945789337
254,I will _ you if you fall.,catch,pohybova-slovesa-2-uroven,catch,3.941418945789337
255,Now _ the button.,press,pohybova-slovesa-2-uroven,press,4.089489996433258
255,Will you _ these socks for me?,sort,pohybova-slovesa-2-uroven,sort,4.089489996433258
255,He needs to _ the door to open it.,pull,pohybova-slovesa-2-uroven,pull,4.089489996433258
255,I won’t be able to _ the race.,finish,pohybova-slovesa-2-uroven,finish,4.089489996433258
256,She is going to _ . I’m sure of it.,win,pohybova-slovesa-3-uroven,win,3.031771868467331
256,You can’t _ in this part of the sea.,dive,pohybova-slovesa-3-uroven,dive,3.031771868467331
256,"Meg is going to _ me, so that I get stronger.",train,pohybova-slovesa-3-uroven,train,3.031771868467331
256,It’s easy to _ the target.,miss,pohybova-slovesa-3-uroven,miss,3.031771868467331
257,I can _ on a boat.,sail,pohybova-slovesa-2-uroven,sail,4.660012364387512
257,He will _ you the ball.,throw,pohybova-slovesa-2-uroven,throw,4.660012364387512
257,Can you _ a bow?,shoot,pohybova-slovesa-2-uroven,shoot,4.660012364387512
257,The children like to _ down the hill.,slide,pohybova-slovesa-2-uroven,slide,4.660012364387512
258,We have to _ you.,search,pohybova-slovesa-3-uroven,search,4.497901439666748
258,Tony will _ the canoe.,paddle,pohybova-slovesa-3-uroven,paddle,4.497901439666748
258,Try to _ it a bit.,push,pohybova-slovesa-3-uroven,push,4.497901439666748
258,It has to _ at some point.,move,pohybova-slovesa-3-uroven,move,4.497901439666748
259,My _ is beating fast.,heart,casti-tela-1-uroven,heart,4.060830533504486
259,Open your _ .,mouth,casti-tela-1-uroven,mouth,4.060830533504486
259,Don’t point your _ at people.,finger,casti-tela-1-uroven,finger,4.060830533504486
260,He doesn’t use his _ at all.,brain,casti-tela-1-uroven,brain,3.012788414955139
260,Don’t cut yourself. I hate seeing _ .,blood,casti-tela-1-uroven,blood,3.012788414955139
260,I can stand on one _ .,leg,casti-tela-1-uroven,leg,3.012788414955139
261,How big is your _ ?,foot,casti-tela-1-uroven,foot,3.625501573085785
261,I want to have white _ .,teeth,casti-tela-1-uroven,teeth,3.625501573085785
261,I can’t run. My _ hurts.,knee,casti-tela-1-uroven,knee,3.625501573085785
262,She paints her _ red.,nails,casti-tela-1-uroven,nails,4.061896085739136
262,Our dog found a _ .,bone,casti-tela-1-uroven,bone,4.061896085739136
262,I wish my _ was soft.,skin,casti-tela-1-uroven,skin,4.061896085739136
263,My whole _ hurts.,body,casti-tela-1-uroven,body,3.210978239774704
263,Liz wants to cut her _ .,hair,casti-tela-1-uroven,hair,3.210978239774704
263,She can’t see. She has something in her _ .,eye,casti-tela-1-uroven,eye,3.210978239774704
264,What’s that in your _ ?,hand,casti-tela-2-uroven,hand,1.8799196779727936
264,My _ is full. I can’t smell anything.,nose,casti-tela-2-uroven,nose,1.8799196779727936
264,He has a kind _ .,face,casti-tela-2-uroven,face,1.8799196779727936
265,That giraffe has a long _ .,neck,casti-tela-1-uroven,neck,2.7981995344161987
265,He wants to hold me in his _ .,arms,casti-tela-1-uroven,arms,2.7981995344161987
265,Don’t cover your _ .,ears,casti-tela-1-uroven,ears,2.7981995344161987
266,How often does your _ hurt?,head,casti-tela-1-uroven,head,3.1953681111335754
266,You should brush your _ often.,teeth,casti-tela-1-uroven,teeth,3.1953681111335754
266,There are five _ on one hand.,fingers,casti-tela-1-uroven,fingers,3.1953681111335754
267,We found a _ of a mouse.,skeleton,casti-tela-2-uroven,skeleton,4.885338366031647
267,Drinking too much alcohol damages your _ .,liver,casti-tela-2-uroven,liver,4.885338366031647
267,I bumped my _ on the chair leg.,toe,casti-tela-2-uroven,toe,4.885338366031647
267,The human body has 206 _ .,bones,casti-tela-2-uroven,bones,4.885338366031647
268,Don’t stick out your _ at people.,tongue,casti-tela-2-uroven,tongue,4.473501145839691
268,I got a piece of glass stuck in my _ .,heel,casti-tela-2-uroven,heel,4.473501145839691
268,He has sweat on his _ .,forehead,casti-tela-2-uroven,forehead,4.473501145839691
268,Doctors can’t be afraid of _ .,blood,casti-tela-2-uroven,blood,4.473501145839691
269,He kissed me on the _ .,lips,casti-tela-3-uroven,lips,4.792968153953552
269,Can I sit on your _ ?,shoulders,casti-tela-3-uroven,shoulders,4.792968153953552
269,My grandpa fell and broke his _ .,hip,casti-tela-3-uroven,hip,4.792968153953552
269,Don’t shout in my _ .,ear,casti-tela-3-uroven,ear,4.792968153953552
270,Exercise builds the _ .,muscles,casti-tela-2-uroven,muscles,4.762068569660187
270,You have soup on your _ .,chin,casti-tela-2-uroven,chin,4.762068569660187
270,Our cat has a long _ .,tail,casti-tela-2-uroven,tail,4.762068569660187
270,I don’t paint my _ .,nails,casti-tela-2-uroven,nails,4.762068569660187
271,They found a human _ in the field.,skull,casti-tela-3-uroven,skull,5.461345613002777
271,"She didn’t understand, so she rose her _ .",eyebrow,casti-tela-3-uroven,eyebrow,5.461345613002777
271,It gets on my _ .,nerves,casti-tela-3-uroven,nerves,5.461345613002777
271,They laughed in my _ .,face,casti-tela-3-uroven,face,5.461345613002777
272,I ate something bad. My _ hurts.,stomach,casti-tela-2-uroven,stomach,5.303427696228027
272,Women have bigger _ than men.,breasts,casti-tela-2-uroven,breasts,5.303427696228027
272,She can read the future from your _ .,palm,casti-tela-2-uroven,palm,5.303427696228027
272,He wears his _ short.,hair,casti-tela-2-uroven,hair,5.303427696228027
273,It’s hard to breathe when my _ hurt.,lungs,casti-tela-2-uroven,lungs,3.797275334596634
273,Lily grabbed him by his _ .,elbow,casti-tela-2-uroven,elbow,3.797275334596634
273,Breathe through your _ .,nose,casti-tela-2-uroven,nose,3.797275334596634
273,He has very sad _ .,eyes,casti-tela-2-uroven,eyes,3.797275334596634
274,She twisted her _ on the stairs.,ankle,casti-tela-2-uroven,ankle,4.143976181745529
274,There was a sharp pain in his _ .,chest,casti-tela-2-uroven,chest,4.143976181745529
274,I hate my _ . I keep forgetting things.,brain,casti-tela-2-uroven,brain,4.143976181745529
274,Raise your _ if you know the answer.,hand,casti-tela-2-uroven,hand,4.143976181745529
275,The _ is black and white.,zebra,zvirata-mix-1-uroven,zebra,5.362617552280426
275,The _ is a very dangerous animal.,hippopotamus,zvirata-mix-1-uroven,hippopotamus,5.362617552280426
275,The _ lives in the sea.,dolphin,zvirata-mix-1-uroven,dolphin,5.362617552280426
276,The _ has a horn on its nose.,rhinoceros,zvirata-mix-1-uroven,chicken,3.64088574051857
276,The _ is a huge sea mammal.,whale,zvirata-mix-1-uroven,whale,3.64088574051857
276,The _ is a bird that can’t fly well.,chicken,zvirata-mix-1-uroven,rhinoceros,3.64088574051857
277,The _ has black stripes.,tiger,zvirata-mix-2-uroven,tiger,4.876490473747253
277,The tallest animal is the _ .,giraffe,zvirata-mix-2-uroven,giraffe,4.876490473747253
277,The biggest kind of a bird is _ .,ostrich,zvirata-mix-2-uroven,ostrich,4.876490473747253
278,The _ likes cold weather.,penguin,zvirata-mix-1-uroven,penguin,3.223487615585327
278,The _ lives long and is very smart.,elephant,zvirata-mix-1-uroven,elephant,3.223487615585327
278,This _ has very soft wool.,sheep,zvirata-mix-1-uroven,sheep,3.223487615585327
279,The _ lives in Australia.,kangaroo,zvirata-mix-1-uroven,kangaroo,3.9175415635108948
279,The _ climbs the trees.,monkey,zvirata-mix-1-uroven,monkey,3.9175415635108948
279,The _ is man’s best friend.,dog,zvirata-mix-1-uroven,dog,3.9175415635108948
280,The _ has a huge mouth.,crocodile,zvirata-mix-2-uroven,crocodile,4.152439296245575
280,A _ is kept for meat.,pig,zvirata-mix-2-uroven,pig,4.152439296245575
280,The _ eats grass.,antelope,zvirata-mix-2-uroven,antelope,4.152439296245575
281,The _ has brown fur.,camel,zvirata-mix-2-uroven,donkey,2.389323353767395
281,The _ has large ears.,donkey,zvirata-mix-2-uroven,gorilla,2.389323353767395
281,The _ is black and very strong.,gorilla,zvirata-mix-2-uroven,camel,2.389323353767395
282,The _ can swim well.,turtle,zvirata-mix-2-uroven,turtle,3.5185534954071045
282,Some _ have horns.,goats,zvirata-mix-2-uroven,goats,3.5185534954071045
282,The _ hunts smaller animals.,lion,zvirata-mix-2-uroven,lion,3.5185534954071045
283,The _ lives in a forest.,deer,zvirata-mix-2-uroven,deer,5.852606654167175
283,The _ has a colourful tail.,cock,zvirata-mix-2-uroven,cock,5.852606654167175
283,Our sow gave birth to four small _ .,piglets,zvirata-mix-2-uroven,piglets,5.852606654167175
283,The _ can swim very well.,otter,zvirata-mix-2-uroven,otter,5.852606654167175
284,The _ is a kind of a bird.,cuckoo,zvirata-mix-2-uroven,viper,5.066839754581451
284,The _ has black and white stripes on its head.,badger,zvirata-mix-2-uroven,cuckoo,5.066839754581451
284,The _ has a big flat tail.,beaver,zvirata-mix-2-uroven,beaver,5.066839754581451
284,The _ is a kind of a snake.,viper,zvirata-mix-2-uroven,badger,5.066839754581451
285,The _ can jump very well.,frog,zvirata-mix-1-uroven,frog,5.578681588172913
285,My cat had small _ .,kittens,zvirata-mix-1-uroven,kittens,5.578681588172913
285,The _ moves very slowly.,snail,zvirata-mix-1-uroven,snail,5.578681588172913
285,The _ has a good hearing.,bat,zvirata-mix-1-uroven,bat,5.578681588172913
286,The _ has spikes on its back.,hedgehog,zvirata-mix-2-uroven,hedgehog,4.556331545114517
286,The _ is a kind of a bird.,jay,zvirata-mix-2-uroven,jay,4.556331545114517
286,The _ doesn’t have any legs.,snake,zvirata-mix-2-uroven,snake,4.556331545114517
286,The _ eats nuts.,squirrel,zvirata-mix-2-uroven,squirrel,4.556331545114517
287,The _ lives in a pack.,wolf,zvirata-mix-3-uroven,weasel,5.369975119829178
287,The _ hunts mice.,weasel,zvirata-mix-3-uroven,wolf,5.369975119829178
287,The cow gave birth to a _ .,calf,zvirata-mix-3-uroven,calf,5.369975119829178
287,The _ is a big wild cat living in the forest.,lynx,zvirata-mix-3-uroven,lynx,5.369975119829178
288,The _ is a kind of a bird that hunts small animals.,buzzard,zvirata-mix-2-uroven,buzzard,9.506227493286133
288,Many _ eat trash.,raccoons,zvirata-mix-2-uroven,raccoons,9.506227493286133
288,The _ is not venomous.,grass snake,zvirata-mix-2-uroven,grass snake,9.506227493286133
288,We have one adult goat and two _ .,kid goats,zvirata-mix-2-uroven,kid goats,9.506227493286133
289,The _ sleeps during the winter.,bear,zvirata-mix-2-uroven,bear,3.7824618220329285
289,The _ can swim and fly well.,goose,zvirata-mix-2-uroven,toad,3.7824618220329285
289,The _ is a kind of a frog.,toad,zvirata-mix-2-uroven,goose,3.7824618220329285
289,The _ has a long tail.,rat,zvirata-mix-2-uroven,rat,3.7824618220329285
290,The _ can run very fast.,hare,zvirata-mix-3-uroven,hare,6.598123729228973
290,The _ has a big furry tail.,fox,zvirata-mix-3-uroven,boar,6.598123729228973
290,The _ looks like a lizard.,salamander,zvirata-mix-3-uroven,fox,6.598123729228973
290,The _ is a wild pig living in the forest.,boar,zvirata-mix-3-uroven,salamander,6.598123729228973
291,I can never find things in my _ .,bag,obleceni-1-uroven,bag,2.9704108238220215
291,This _ is very warm.,sweater,obleceni-1-uroven,sweater,2.9704108238220215
291,You can wear a _ on your head.,hat,obleceni-1-uroven,hat,2.9704108238220215
292,Your shoulders are too small for that _ .,jacket,obleceni-1-uroven,jacket,2.963976263999939
292,It’s too hot for trousers. Take _ .,shorts,obleceni-1-uroven,shorts,2.963976263999939
292,Soldiers wear _ .,uniforms,obleceni-1-uroven,uniforms,2.963976263999939
293,What’s written on your _ ?,T-shirt,obleceni-1-uroven,T-shirt,3.847432255744934
293,Those _ are too long for you.,trousers,obleceni-1-uroven,trousers,3.847432255744934
293,Have you seen my reading _ ?,glasses,obleceni-1-uroven,glasses,3.847432255744934
294,You should wear a _ to the theatre.,suit,obleceni-1-uroven,suit,3.5228192806243896
294,I like to wear _ in the summer.,sandals,obleceni-1-uroven,sandals,3.5228192806243896
294,This _ doesn’t have a pair.,sock,obleceni-1-uroven,sock,3.5228192806243896
295,Boys don’t wear _ .,bras,obleceni-1-uroven,bras,3.442186713218689
295,Put on _ so that your hands get warm.,gloves,obleceni-1-uroven,gloves,3.442186713218689
295,He is wearing a white _ .,shirt,obleceni-1-uroven,shirt,3.442186713218689
296,Take the _ off from your head.,cap,obleceni-1-uroven,cap,2.229392647743225
296,I can’t carry it. My _ is full.,bag,obleceni-1-uroven,bag,2.229392647743225
296,He is wearing a _ around his neck.,tie,obleceni-1-uroven,tie,2.229392647743225
297,I can’t see anything. I don’t have my _ .,glasses,obleceni-1-uroven,glasses,4.250994682312012
297,Your _ is too short.,skirt,obleceni-1-uroven,skirt,4.250994682312012
297,The phone is in my _ .,pocket,obleceni-1-uroven,pocket,4.250994682312012
298,Wear the _ to protect your head.,helmet,obleceni-1-uroven,helmet,3.8193359375
298,It’s raining. Where is my _ ?,raincoat,obleceni-1-uroven,raincoat,3.8193359375
298,Do you want blue _ or black?,jeans,obleceni-1-uroven,jeans,3.8193359375
299,It’s cold. You should take a _ .,coat,obleceni-1-uroven,coat,2.4648651778697968
299,What time is it? I don’t have a _ .,watch,obleceni-1-uroven,watch,2.4648651778697968
299,She can’t go swimming. She doesn’t have a _ .,swimsuit,obleceni-1-uroven,swimsuit,2.4648651778697968
300,My head is too big for that _ .,hat,obleceni-1-uroven,hat,1.6324087381362915
300,Tammy is wearing a beautiful summer _ .,dress,obleceni-1-uroven,dress,1.6324087381362915
300,This warm _ is from my grandma.,sweater,obleceni-1-uroven,sweater,1.6324087381362915
301,We wear these _ at home.,slippers,obleceni-2-uroven,slippers,6.917052745819092
301,Do you have enough _ for the whole week?,underwear,obleceni-2-uroven,underwear,6.917052745819092
301,He is wearing a red _ with his suit.,bow tie,obleceni-2-uroven,bow tie,6.917052745819092
