problem,solutions_agg,sentence,level,topic,fullname,solutions,pred
170,"['kind', 'interesting', 'satisfied', 'joy']",They were filled with _ when they won the match.,2,pocity-nalady,pocity-nalady-2-uroven,joy,joy
171,"['lonely', 'admiration', 'suspicious', 'emotinal']",I always call someone when I feel _ .,2,pocity-nalady,pocity-nalady-2-uroven,lonely,lonely
171,"['lonely', 'admiration', 'suspicious', 'emotinal']",I have got a lot of _ for people who try to save endangered species.,2,pocity-nalady,pocity-nalady-2-uroven,admiration,admiration
171,"['lonely', 'admiration', 'suspicious', 'emotinal']","He is very _ , he doesn't believe anyone.",2,pocity-nalady,pocity-nalady-2-uroven,suspicious,suspicious
171,"['lonely', 'admiration', 'suspicious', 'emotinal']","He's a very _ man, he cried when their child was born.",2,pocity-nalady,pocity-nalady-2-uroven,emotinal,lonely
172,"['optimistic', 'tired', 'pleased', 'confused']","He is very _ about his chances of winning a gold medal, he has trained a lot.",2,pocity-nalady,pocity-nalady-2-uroven,optimistic,optimistic
172,"['optimistic', 'tired', 'pleased', 'confused']",I need to go to bed because I'm _ .,2,pocity-nalady,pocity-nalady-2-uroven,tired,tired
172,"['optimistic', 'tired', 'pleased', 'confused']",I am _ to hear that you are feeling better.,2,pocity-nalady,pocity-nalady-2-uroven,pleased,pleased
172,"['optimistic', 'tired', 'pleased', 'confused']",So where are we supposed to meet? I'm _ .,2,pocity-nalady,pocity-nalady-2-uroven,confused,confused
173,"['passionate', 'lazy', 'hate', 'curious']","Johan is very _ about football, he plays it every day.",2,pocity-nalady,pocity-nalady-2-uroven,passionate,passionate
173,"['passionate', 'lazy', 'hate', 'curious']",He's too _ to walk to work so he goes by car.,2,pocity-nalady,pocity-nalady-2-uroven,lazy,lazy
173,"['passionate', 'lazy', 'hate', 'curious']","I _ my job, it is boring.",2,pocity-nalady,pocity-nalady-2-uroven,hate,hate
173,"['passionate', 'lazy', 'hate', 'curious']",I asked about the details because I was _ .,2,pocity-nalady,pocity-nalady-2-uroven,curious,curious
174,"['excited', 'determined', 'unhappy', 'nervous']","I'm _ about the trip, it's going to be great.",2,pocity-nalady,pocity-nalady-2-uroven,excited,excited
174,"['excited', 'determined', 'unhappy', 'nervous']","I'm _ to get the job, I will do anything.",2,pocity-nalady,pocity-nalady-2-uroven,determined,determined
174,"['excited', 'determined', 'unhappy', 'nervous']","I am very _ with the results, I could do much better.",2,pocity-nalady,pocity-nalady-2-uroven,unhappy,unhappy
174,"['excited', 'determined', 'unhappy', 'nervous']",I feel _ when I speak in public.,2,pocity-nalady,pocity-nalady-2-uroven,nervous,nervous
175,"['aggressive', 'happy', 'fear', 'courageous']",He got _ when I criticized him.,2,pocity-nalady,pocity-nalady-2-uroven,aggressive,aggressive
175,"['aggressive', 'happy', 'fear', 'courageous']","Are you _ ? Yes, I am, everything is perfect.",2,pocity-nalady,pocity-nalady-2-uroven,happy,happy
175,"['aggressive', 'happy', 'fear', 'courageous']",Monika has a _ of heights.,2,pocity-nalady,pocity-nalady-2-uroven,fear,fear
175,"['aggressive', 'happy', 'fear', 'courageous']",He made a _ decision to resign to show what he believed in.,2,pocity-nalady,pocity-nalady-2-uroven,courageous,courageous
176,"['depressed', 'empathy', 'sensitive', 'confident']",She seemed _ about the fact that she didn't get into university.,2,pocity-nalady,pocity-nalady-2-uroven,depressed,depressed
176,"['depressed', 'empathy', 'sensitive', 'confident']",She is an excellent paediatrician because she has _ with children.,2,pocity-nalady,pocity-nalady-2-uroven,empathy,empathy
176,"['depressed', 'empathy', 'sensitive', 'confident']","Be careful of what you say to her, she is very _ to criticism.",2,pocity-nalady,pocity-nalady-2-uroven,sensitive,sensitive
176,"['depressed', 'empathy', 'sensitive', 'confident']",You can do it. Be a bit more _ in yourself.,2,pocity-nalady,pocity-nalady-2-uroven,confident,confident
177,"['playful', 'stupid', 'delighted', 'brave']",The kids are enjoying his presence because he is in a _ mood.,2,pocity-nalady,pocity-nalady-2-uroven,playful,playful
177,"['playful', 'stupid', 'delighted', 'brave']","It is a _ idea to travel at night, you will be really tired.",2,pocity-nalady,pocity-nalady-2-uroven,stupid,stupid
177,"['playful', 'stupid', 'delighted', 'brave']",She was _ that I could come.,2,pocity-nalady,pocity-nalady-2-uroven,delighted,delighted
177,"['playful', 'stupid', 'delighted', 'brave']",It was a _ decision to travel around the world alone.,2,pocity-nalady,pocity-nalady-2-uroven,brave,brave
178,"['love', 'fascinated', 'pessimistic', 'hope']",I _ him. I want to marry him.,2,pocity-nalady,pocity-nalady-2-uroven,love,love
178,"['love', 'fascinated', 'pessimistic', 'hope']",The children were _ by the game. They wanted to play it again and again.,2,pocity-nalady,pocity-nalady-2-uroven,fascinated,fascinated
178,"['love', 'fascinated', 'pessimistic', 'hope']",The doctor was _ about his chances of recovery.,2,pocity-nalady,pocity-nalady-2-uroven,pessimistic,pessimistic
178,"['love', 'fascinated', 'pessimistic', 'hope']","I _ that he will come to the party, I want to talk to him.",2,pocity-nalady,pocity-nalady-2-uroven,hope,hope
179,"['helpless', 'disappointed', 'will', 'mistrusted']",I feel _ . There is nothing I can do.,2,pocity-nalady,pocity-nalady-2-uroven,helpless,helpless
179,"['helpless', 'disappointed', 'will', 'mistrusted']",Martin's mum was _ that he failed the test.,2,pocity-nalady,pocity-nalady-2-uroven,disappointed,disappointed
179,"['helpless', 'disappointed', 'will', 'mistrusted']",He lost his _ to live after his dog died.,2,pocity-nalady,pocity-nalady-2-uroven,will,will
179,"['helpless', 'disappointed', 'will', 'mistrusted']",She has always _ politicians.,2,pocity-nalady,pocity-nalady-2-uroven,mistrusted,disappointed
180,"['baby', 'age', 'aunt']",Ema had a _ on 24 July.,2,rodina-lide,rodina-lide-2-uroven,baby,baby
180,"['baby', 'age', 'aunt']",What _ is your sister?,2,rodina-lide,rodina-lide-2-uroven,age,age
180,"['baby', 'age', 'aunt']",The sister of my mother is my _ .,2,rodina-lide,rodina-lide-2-uroven,aunt,aunt
181,"['children', 'name', 'wife']",How many _ do you have?,1,rodina-lide,rodina-lide-1-uroven,children,children
181,"['children', 'name', 'wife']",What is your _ ?,1,rodina-lide,rodina-lide-1-uroven,name,name
181,"['children', 'name', 'wife']",I'm Ivo's _ . We got married last summer.,1,rodina-lide,rodina-lide-1-uroven,wife,wife
182,"['sisters', 'uncle', 'parents']",Klára and Anička are _ .,1,rodina-lide,rodina-lide-1-uroven,sisters,sisters
182,"['sisters', 'uncle', 'parents']",The brother of my mother is my _ .,1,rodina-lide,rodina-lide-1-uroven,uncle,uncle
182,"['sisters', 'uncle', 'parents']",I'm going to meet my boyfriend's _ at the weekend.,1,rodina-lide,rodina-lide-1-uroven,parents,parents
183,"['daughter', 'family', 'husband']","My _ is five, her name is Markétka.",1,rodina-lide,rodina-lide-1-uroven,daughter,daughter
183,"['daughter', 'family', 'husband']",We are a big _ !,1,rodina-lide,rodina-lide-1-uroven,family,family
183,"['daughter', 'family', 'husband']","Do you know this man? Yes, I do, he's my _ .",1,rodina-lide,rodina-lide-1-uroven,husband,husband
184,"['mother', 'man', 'girls']",My _ met my father when she was 18.,1,rodina-lide,rodina-lide-1-uroven,mother,mother
184,"['mother', 'man', 'girls']",My father is a tall _ .,1,rodina-lide,rodina-lide-1-uroven,man,man
184,"['mother', 'man', 'girls']","We have two _ , Veronika and Aneta.",1,rodina-lide,rodina-lide-1-uroven,girls,girls
185,"['son', 'woman', 'friends']","This is our _ Honzík, he is 4.",1,rodina-lide,rodina-lide-1-uroven,son,son
185,"['son', 'woman', 'friends']",My wife is a beautiful _ .,1,rodina-lide,rodina-lide-1-uroven,woman,woman
185,"['son', 'woman', 'friends']","She's not my girlfriend, we are just good _ .",1,rodina-lide,rodina-lide-1-uroven,friends,friends
186,"['teenager', 'father', 'boy']",My son was a bit of a rebel when he was a _ .,1,rodina-lide,rodina-lide-1-uroven,teenager,teenager
186,"['teenager', 'father', 'boy']",My _ is a doctor.,1,rodina-lide,rodina-lide-1-uroven,father,father
186,"['teenager', 'father', 'boy']",Their baby was born last night. It's a _ !,1,rodina-lide,rodina-lide-1-uroven,boy,boy
187,"['brothers', 'people', 'grandmother']",I come from a large family - I have four _ and a sister.,1,rodina-lide,rodina-lide-1-uroven,brothers,brothers
187,"['brothers', 'people', 'grandmother']",We invited 15 _ to our family dinner.,1,rodina-lide,rodina-lide-1-uroven,people,people
187,"['brothers', 'people', 'grandmother']",My _ is in her seventies.,1,rodina-lide,rodina-lide-1-uroven,grandmother,grandmother
188,"['play', 'swim', 'stand']",Do you _ football?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,play,play
188,"['play', 'swim', 'stand']",I can _ under water.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,swim,swim
188,"['play', 'swim', 'stand']","If I _ for a long time, my knees hurt.",1,pohybova-slovesa,pohybova-slovesa-1-uroven,stand,stand
189,"['moved', 'jumped', 'sitting']",We _ house last summer.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,moved,moved
189,"['moved', 'jumped', 'sitting']",I _ into the water.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,jumped,jumped
189,"['moved', 'jumped', 'sitting']",She is _ at the table.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,sitting,sitting
190,"['fell', 'start', 'danced']",She _ off her bike.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,fell,fell
190,"['fell', 'start', 'danced']",When does she _ her new job?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,start,start
190,"['fell', 'start', 'danced']",We _ all night.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,danced,danced
191,"['run', 'stop', 'skiing']",I can _ very fast.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,run,run
191,"['run', 'stop', 'skiing']",I can't _ eating this delicious cake.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,stop,stop
191,"['run', 'stop', 'skiing']",Let's go _ in the winter!,1,pohybova-slovesa,pohybova-slovesa-1-uroven,skiing,skiing
192,"['fly', 'skate', 'come']",Did you _ from Prague to Paris?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,fly,fly
192,"['fly', 'skate', 'come']",We can _ on the river in the winter.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,skate,skate
192,"['fly', 'skate', 'come']",Will you _ to the party?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,come,come
193,"['leaves', 'fall', 'clapped']",The bus _ in an hour.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,leaves,leaves
193,"['leaves', 'fall', 'clapped']",Did he _ off his bike?,1,pohybova-slovesa,pohybova-slovesa-1-uroven,fall,fall
193,"['leaves', 'fall', 'clapped']",I _ my hands.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,clapped,clapped
194,"['walked', 'hold', 'turn']",She _ home.,1,pohybova-slovesa,pohybova-slovesa-1-uroven,walked,walked
194,"['walked', 'hold', 'turn']","Can you _ the door open, please?",1,pohybova-slovesa,pohybova-slovesa-1-uroven,hold,hold
194,"['walked', 'hold', 'turn']","Petr, _ right!",1,pohybova-slovesa,pohybova-slovesa-1-uroven,turn,turn
195,"['sleeping', 'drinking', 'crying']",Shh! She is _ .,1,slovesa-zaklad,slovesa-zaklad-1-uroven,sleeping,crying
195,"['sleeping', 'drinking', 'crying']",What are you _ ? Orange juice.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,drinking,drinking
195,"['sleeping', 'drinking', 'crying']",She is _ because she fell off her bike.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,crying,crying
196,"['reading', 'works', 'eat']",I'm _ Harry Potter.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,reading,reading
196,"['reading', 'works', 'eat']","He's a doctor, he _ at the hospital.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,works,works
196,"['reading', 'works', 'eat']",Do you _ meat?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,eat,eat
197,"['live', 'begin', 'kissed']",I _ in Prague.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,live,live
197,"['live', 'begin', 'kissed']",When does the film _ ?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,begin,begin
197,"['live', 'begin', 'kissed']",He _ her on the mouth.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,kissed,kissed
198,"['buy', 'draws', 'closes']","I will _ some fruit, we don't have any.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,buy,buy
198,"['buy', 'draws', 'closes']","Kamil _ very well, he will be an artist.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,draws,closes
198,"['buy', 'draws', 'closes']",The shop _ at 5 pm.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,closes,closes
199,"['use', 'wash', 'travel']",Can I _ your scissors to cut the sheet of paper?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,use,use
199,"['use', 'wash', 'travel']",Will you _ the car? It's dirty.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,wash,wash
199,"['use', 'wash', 'travel']",I like to _ in the autumn because there are fewer tourists.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,travel,travel
200,"['build', 'make', 'raining']",Did you _ the house yourself?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,build,build
200,"['build', 'make', 'raining']","Mum, can you _ me a chocolate cake?",1,slovesa-zaklad,slovesa-zaklad-1-uroven,make,make
200,"['build', 'make', 'raining']","I will stay at home, it's _ .",1,slovesa-zaklad,slovesa-zaklad-1-uroven,raining,raining
201,"['entered', 'is', 'sing']",The thieves _ the house by the door.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,entered,entered
201,"['entered', 'is', 'sing']",This _ my sister.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,is,is
201,"['entered', 'is', 'sing']",Will you _ a song to us?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,sing,sing
202,"['have', 'opens', 'find']",I _ got two brothers.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,have,have
202,"['have', 'opens', 'find']",The shop _ at 9 am.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,opens,opens
202,"['have', 'opens', 'find']","I couldn't _ Milan, he was behind a tree.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,find,find
203,"['ring', 'continues', 'snowing']",I _ home once a week to talk to my parents.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,ring,ring
203,"['ring', 'continues', 'snowing']",The story _ on page 8.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,continues,continues
203,"['ring', 'continues', 'snowing']","It's _ , let's build a snowman.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,snowing,snowing
204,"['blood', 'eyes', 'knee']",She lost a lot of _ in the accident.,1,casti-tela,casti-tela-1-uroven,blood,blood
204,"['blood', 'eyes', 'knee']",She has got beautiful blue _ .,1,casti-tela,casti-tela-1-uroven,eyes,eyes
204,"['blood', 'eyes', 'knee']","I can't walk, my _ hurts.",1,casti-tela,casti-tela-1-uroven,knee,knee
205,"['bone', 'nose', 'mouth']",She has broken a _ in her wrist.,1,casti-tela,casti-tela-1-uroven,bone,bone
205,"['bone', 'nose', 'mouth']",She blew her _ .,1,casti-tela,casti-tela-1-uroven,nose,nose
205,"['bone', 'nose', 'mouth']",He kissed her on the _ .,1,casti-tela,casti-tela-1-uroven,mouth,mouth
206,"['hair', 'feet', 'hands']","She has got long, dark _ .",1,casti-tela,casti-tela-1-uroven,hair,hair
206,"['hair', 'feet', 'hands']","My _ are so cold, I will put on socks.",1,casti-tela,casti-tela-1-uroven,feet,feet
206,"['hair', 'feet', 'hands']",The girl and the boy hold their _ .,1,casti-tela,casti-tela-1-uroven,hands,hands
207,"['ear', 'brain', 'teeth']","I can't hear you, there is something in my _ .",1,casti-tela,casti-tela-1-uroven,ear,ear
207,"['ear', 'brain', 'teeth']",You can solve the problem – use your _ .,1,casti-tela,casti-tela-1-uroven,brain,brain
207,"['ear', 'brain', 'teeth']",Brush your _ !,1,casti-tela,casti-tela-1-uroven,teeth,teeth
208,"['arms', 'finger', 'heart']",She took her baby in her _ .,1,casti-tela,casti-tela-1-uroven,arms,arms
208,"['arms', 'finger', 'heart']",She had a ring on her _ .,1,casti-tela,casti-tela-1-uroven,finger,finger
208,"['arms', 'finger', 'heart']",My mum has a good _ .,1,casti-tela,casti-tela-1-uroven,heart,heart
209,"['head', 'leg', 'nails']",I put on a hat to keep my _ warm.,1,casti-tela,casti-tela-1-uroven,head,head
209,"['head', 'leg', 'nails']",He broke his _ when he was skiing.,1,casti-tela,casti-tela-1-uroven,leg,leg
209,"['head', 'leg', 'nails']",Don't bite your _ !,1,casti-tela,casti-tela-1-uroven,nails,nails
210,"['neck', 'face', 'skin']",My sister always wears a gold chain around her _ .,1,casti-tela,casti-tela-1-uroven,neck,neck
210,"['neck', 'face', 'skin']",I could see from her _ that she was unhappy.,1,casti-tela,casti-tela-1-uroven,face,face
210,"['neck', 'face', 'skin']",Babies have soft _ .,1,casti-tela,casti-tela-1-uroven,skin,skin
211,"['pig', 'lion', 'monkey']",The _ is pink.,1,zvirata-mix,zvirata-mix-1-uroven,pig,lion
211,"['pig', 'lion', 'monkey']",The _ is the king of animals.,1,zvirata-mix,zvirata-mix-1-uroven,lion,lion
211,"['pig', 'lion', 'monkey']",The _ eats bananas.,1,zvirata-mix,zvirata-mix-1-uroven,monkey,monkey
212,"['tiger', 'turtle', 'rabbit']",The _ is a large animal.,1,zvirata-mix,zvirata-mix-1-uroven,tiger,tiger
212,"['tiger', 'turtle', 'rabbit']",The _ lives in water.,1,zvirata-mix,zvirata-mix-1-uroven,turtle,turtle
212,"['tiger', 'turtle', 'rabbit']",The _ is a small animal with long ears.,1,zvirata-mix,zvirata-mix-1-uroven,rabbit,rabbit
213,"['cow', 'crocodile', 'chicken']",The _ produces milk.,1,zvirata-mix,zvirata-mix-1-uroven,cow,cow
213,"['cow', 'crocodile', 'chicken']",The _ is green.,1,zvirata-mix,zvirata-mix-1-uroven,crocodile,cow
213,"['cow', 'crocodile', 'chicken']",The _ is a type of bird.,1,zvirata-mix,zvirata-mix-1-uroven,chicken,chicken
214,"['donkey', 'shark', 'gorilla']",The _ is an animal that looks like a small horse but has longer ears.,1,zvirata-mix,zvirata-mix-1-uroven,donkey,donkey
214,"['donkey', 'shark', 'gorilla']",The _ has sharp teeth.,1,zvirata-mix,zvirata-mix-1-uroven,shark,shark
214,"['donkey', 'shark', 'gorilla']",The _ is a large ape.,1,zvirata-mix,zvirata-mix-1-uroven,gorilla,gorilla
215,"['elephant', 'duck', 'dog']",The _ is a very large grey animal.,1,zvirata-mix,zvirata-mix-1-uroven,elephant,dog
215,"['elephant', 'duck', 'dog']",The _ is a bird that lives by water.,1,zvirata-mix,zvirata-mix-1-uroven,duck,duck
215,"['elephant', 'duck', 'dog']",The _ is an animal with four legs.,1,zvirata-mix,zvirata-mix-1-uroven,dog,dog
216,"['giraffe', 'octopus', 'penguin']",The _ is an animal with a very long neck.,1,zvirata-mix,zvirata-mix-1-uroven,giraffe,giraffe
216,"['giraffe', 'octopus', 'penguin']",The  _ lives in water and has eight tentacles.,1,zvirata-mix,zvirata-mix-1-uroven,octopus,octopus
216,"['giraffe', 'octopus', 'penguin']",The _ is a black and white bird.,1,zvirata-mix,zvirata-mix-1-uroven,penguin,penguin
217,"['goat', 'camel', 'dolphin']",The _ provides milk.,1,zvirata-mix,zvirata-mix-1-uroven,goat,goat
217,"['goat', 'camel', 'dolphin']",The _ is a large animal that lives in the desert.,1,zvirata-mix,zvirata-mix-1-uroven,camel,camel
217,"['goat', 'camel', 'dolphin']",The _ is a sea mammal.,1,zvirata-mix,zvirata-mix-1-uroven,dolphin,dolphin
218,"['cat', 'hippopotamus', 'kangaroo']",The _ catches mice.,1,zvirata-mix,zvirata-mix-1-uroven,cat,cat
218,"['cat', 'hippopotamus', 'kangaroo']",The _ is a large animal with thick grey skin.,1,zvirata-mix,zvirata-mix-1-uroven,hippopotamus,cat
218,"['cat', 'hippopotamus', 'kangaroo']",The _ moves by jumping.,1,zvirata-mix,zvirata-mix-1-uroven,kangaroo,cat
219,"['name', 'aunt', 'girl']",My _ is Tim.,1,rodina-lide,rodina-lide-1-uroven,name,name
219,"['name', 'aunt', 'girl']",The sister of my father is my _ .,1,rodina-lide,rodina-lide-1-uroven,aunt,aunt
219,"['name', 'aunt', 'girl']",The _ has long hair.,1,rodina-lide,rodina-lide-1-uroven,girl,girl
220,"['brother', 'wife', 'age']",I have one older _ .,3,rodina-lide,rodina-lide-3-uroven,brother,brother
220,"['brother', 'wife', 'age']",Mary is my _ .,3,rodina-lide,rodina-lide-3-uroven,wife,wife
220,"['brother', 'wife', 'age']",He's my _ .,3,rodina-lide,rodina-lide-3-uroven,age,brother
221,"['family', 'uncle', 'baby']",They are not a big _ .,1,rodina-lide,rodina-lide-1-uroven,family,family
221,"['family', 'uncle', 'baby']",The brother of my father is my _ .,1,rodina-lide,rodina-lide-1-uroven,uncle,uncle
221,"['family', 'uncle', 'baby']",The _ is crying all the time.,1,rodina-lide,rodina-lide-1-uroven,baby,baby
222,"['person', 'people', 'father']",Mark is a nice _ .,2,rodina-lide,rodina-lide-2-uroven,person,person
222,"['person', 'people', 'father']",How many _ do you work with?,2,rodina-lide,rodina-lide-2-uroven,people,people
222,"['person', 'people', 'father']",My _ is a great man.,2,rodina-lide,rodina-lide-2-uroven,father,father
223,"['sister', 'husband', 'woman']",She is my younger _ .,2,rodina-lide,rodina-lide-2-uroven,sister,sister
223,"['sister', 'husband', 'woman']",I love my _ !,2,rodina-lide,rodina-lide-2-uroven,husband,husband
223,"['sister', 'husband', 'woman']",This _ says she knows you.,2,rodina-lide,rodina-lide-2-uroven,woman,woman
224,"['parents', 'man', 'mother']",Are these your _ ?,1,rodina-lide,rodina-lide-1-uroven,parents,parents
224,"['parents', 'man', 'mother']",He is a bad _ .,1,rodina-lide,rodina-lide-1-uroven,man,man
224,"['parents', 'man', 'mother']",My _ is a very kind woman.,1,rodina-lide,rodina-lide-1-uroven,mother,mother
226,"['adult', 'neighbour', 'cousin', 'baby']","You are eighteen now, so you are an _ .",2,rodina-lide,rodina-lide-2-uroven,adult,adult
226,"['adult', 'neighbour', 'cousin', 'baby']",This is the _ that lives next to us.,2,rodina-lide,rodina-lide-2-uroven,neighbour,baby
226,"['adult', 'neighbour', 'cousin', 'baby']",My aunt’s child is my _ .,2,rodina-lide,rodina-lide-2-uroven,cousin,cousin
226,"['adult', 'neighbour', 'cousin', 'baby']",Their _ was born last week.,2,rodina-lide,rodina-lide-2-uroven,baby,baby
227,"['crowd', 'grandmother', 'surname', 'family']",There is a _ of people on the street.,2,rodina-lide,rodina-lide-2-uroven,crowd,crowd
227,"['crowd', 'grandmother', 'surname', 'family']",My _ is eighty years old.,2,rodina-lide,rodina-lide-2-uroven,grandmother,grandmother
227,"['crowd', 'grandmother', 'surname', 'family']","Write down your _ , please.",2,rodina-lide,rodina-lide-2-uroven,surname,surname
227,"['crowd', 'grandmother', 'surname', 'family']",You should take care of your _ .,2,rodina-lide,rodina-lide-2-uroven,family,family
228,"['Mr', 'nephew', 'guest', 'age']",This is _ Thompson. He is your new boss.,2,rodina-lide,rodina-lide-2-uroven,Mr,Mr
228,"['Mr', 'nephew', 'guest', 'age']",My sister’s son is my _ .,2,rodina-lide,rodina-lide-2-uroven,nephew,nephew
228,"['Mr', 'nephew', 'guest', 'age']",Would you like to be our _ ?,2,rodina-lide,rodina-lide-2-uroven,guest,guest
228,"['Mr', 'nephew', 'guest', 'age']",Tell us your name and your _ .,2,rodina-lide,rodina-lide-2-uroven,age,age
229,"['married', 'teenager', 'team', 'friends']",I am _ . We had a wedding last year.,2,rodina-lide,rodina-lide-2-uroven,married,married
229,"['married', 'teenager', 'team', 'friends']",She was never a difficult _ .,2,rodina-lide,rodina-lide-2-uroven,teenager,teenager
229,"['married', 'teenager', 'team', 'friends']",I have to work in a _ with four other people.,2,rodina-lide,rodina-lide-2-uroven,team,team
229,"['married', 'teenager', 'team', 'friends']",They are not _ . They don’t know each other.,2,rodina-lide,rodina-lide-2-uroven,friends,friends
230,"['Mrs', 'grandfather', 'girlfriend', 'person']",How do you know _ Hill?,2,rodina-lide,rodina-lide-2-uroven,Mrs,Mrs
230,"['Mrs', 'grandfather', 'girlfriend', 'person']",He is a _ now. His daughter just had a baby.,2,rodina-lide,rodina-lide-2-uroven,grandfather,grandfather
230,"['Mrs', 'grandfather', 'girlfriend', 'person']",Would you like to be my _ ?,2,rodina-lide,rodina-lide-2-uroven,girlfriend,girlfriend
230,"['Mrs', 'grandfather', 'girlfriend', 'person']",I have never met that _ .,2,rodina-lide,rodina-lide-2-uroven,person,person
231,"['visitor', 'Miss', 'group', 'girl']",There is a _ in our living room.,2,rodina-lide,rodina-lide-2-uroven,visitor,girl
231,"['visitor', 'Miss', 'group', 'girl']","She’s not married yet, so you should call her _ .",2,rodina-lide,rodina-lide-2-uroven,Miss,girl
231,"['visitor', 'Miss', 'group', 'girl']",I don’t belong to your _ of people.,2,rodina-lide,rodina-lide-2-uroven,group,group
231,"['visitor', 'Miss', 'group', 'girl']",Becky is just a little _ .,2,rodina-lide,rodina-lide-2-uroven,girl,girl
232,"['granddaughter', 'boyfriend', 'man', 'people']",I have a _ . She is my son’s daughter.,2,rodina-lide,rodina-lide-2-uroven,granddaughter,granddaughter
232,"['granddaughter', 'boyfriend', 'man', 'people']",He doesn’t want to be my _ .,2,rodina-lide,rodina-lide-2-uroven,boyfriend,boyfriend
232,"['granddaughter', 'boyfriend', 'man', 'people']",Oscar is a twenty-year-old _ .,2,rodina-lide,rodina-lide-2-uroven,man,man
232,"['granddaughter', 'boyfriend', 'man', 'people']",Sally really likes talking to _ .,2,rodina-lide,rodina-lide-2-uroven,people,people
233,"['draw', 'eat', 'live']","Here is a paper, _ something.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,draw,draw
233,"['draw', 'eat', 'live']",Do you want to _ something?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,eat,eat
233,"['draw', 'eat', 'live']",I _ in a city.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,live,live
234,"['be', 'drink', 'travel']",I want to _ happy.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,be,be
234,"['be', 'drink', 'travel']","Here, _ some water.",1,slovesa-zaklad,slovesa-zaklad-1-uroven,drink,drink
234,"['be', 'drink', 'travel']",Do you _ often?,1,slovesa-zaklad,slovesa-zaklad-1-uroven,travel,travel
235,"['sleep', 'continue', 'open']",Children need to _ a lot.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,sleep,sleep
235,"['sleep', 'continue', 'open']",He doesn’t want to _ .,1,slovesa-zaklad,slovesa-zaklad-1-uroven,continue,sleep
235,"['sleep', 'continue', 'open']",You can _ your eyes.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,open,open
236,"['has', 'rain', 'work']",She _ some money left.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,has,has
236,"['has', 'rain', 'work']",It might _ tomorrow.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,rain,rain
236,"['has', 'rain', 'work']",They _ together.,2,slovesa-zaklad,slovesa-zaklad-2-uroven,work,work
237,"['find', 'go', 'wash']",Help me _ it.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,find,find
237,"['find', 'go', 'wash']",He must _ to the doctor.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,go,go
237,"['find', 'go', 'wash']",There is the bathroom. Go _ yourself.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,wash,wash
238,"['use', 'close', 'build']",We can _ that.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,use,use
238,"['use', 'close', 'build']",You can _ the door.,1,slovesa-zaklad,slovesa-zaklad-1-uroven,close,close
