problem,sentence,solutions,fullname,pred,certainty
167,What will you do _ ?,tomorrow,prislovce-cas-cetnost-2-uroven,tomorrow,0.23408659588607517
167,She called _ but I didn't answer any of the calls.,repeatedly,prislovce-cas-cetnost-2-uroven,repeatedly,0.23408659588607517
167,I have to go to bed because I have to get up _ .,early,prislovce-cas-cetnost-2-uroven,early,0.23408659588607517
168,She is crying because she has just received some very _ news.,sad,pocity-nalady-2-uroven,sad,0.494858052479028
168,I'm very _ of you. You did a good job.,proud,pocity-nalady-2-uroven,proud,0.494858052479028
168,I'm going to bed because I'm very _ .,sleepy,pocity-nalady-2-uroven,sleepy,0.494858052479028
168, _ on you for behaving like that!,Shame,pocity-nalady-2-uroven,Shame,0.494858052479028
169,"I'm not very good at coping in _ situations, I always need to take a deep breath.",stressful,pocity-nalady-2-uroven,stressful,0.20003910432227096
169,The film we watched was so _ that I fell asleep.,boring,pocity-nalady-2-uroven,boring,0.20003910432227096
169,I was _ that he came because he said that he wouldn't come.,surprised,pocity-nalady-2-uroven,surprised,0.20003910432227096
169,I was so _ that I slammed the door after myself.,angry,pocity-nalady-2-uroven,angry,0.20003910432227096
170,That was very _ of you to invite Petra to go with us.,kind,pocity-nalady-2-uroven,kind,0.39955370997170964
170,"This is an _ story, it should be published.",interesting,pocity-nalady-2-uroven,interesting,0.39955370997170964
170,"Are you _ with the results? Yes, I got the best score I could.",satisfied,pocity-nalady-2-uroven,satisfied,0.39955370997170964
170,They were filled with _ when they won the match.,joy,pocity-nalady-2-uroven,joy,0.39955370997170964
171,I always call someone when I feel _ .,lonely,pocity-nalady-2-uroven,lonely,0.2606393462514223
171,I have got a lot of _ for people who try to save endangered species.,admiration,pocity-nalady-2-uroven,admiration,0.2606393462514223
171,"He is very _ , he doesn't believe anyone.",suspicious,pocity-nalady-2-uroven,suspicious,0.2606393462514223
171,"He's a very _ man, he cried when their child was born.",emotinal,pocity-nalady-2-uroven,emotinal,0.2606393462514223
172,"He is very _ about his chances of winning a gold medal, he has trained a lot.",optimistic,pocity-nalady-2-uroven,optimistic,0.1658236355403183
172,I need to go to bed because I'm _ .,tired,pocity-nalady-2-uroven,tired,0.1658236355403183
172,I am _ to hear that you are feeling better.,pleased,pocity-nalady-2-uroven,pleased,0.1658236355403183
172,So where are we supposed to meet? I'm _ .,confused,pocity-nalady-2-uroven,confused,0.1658236355403183
173,"Johan is very _ about football, he plays it every day.",passionate,pocity-nalady-2-uroven,passionate,0.410059068304034
173,He's too _ to walk to work so he goes by car.,lazy,pocity-nalady-2-uroven,lazy,0.410059068304034
173,"I _ my job, it is boring.",hate,pocity-nalady-2-uroven,hate,0.410059068304034
173,I asked about the details because I was _ .,curious,pocity-nalady-2-uroven,curious,0.410059068304034
174,"I'm _ about the trip, it's going to be great.",excited,pocity-nalady-2-uroven,excited,0.17973929296294738
174,"I'm _ to get the job, I will do anything.",determined,pocity-nalady-2-uroven,determined,0.17973929296294738
174,"I am very _ with the results, I could do much better.",unhappy,pocity-nalady-2-uroven,unhappy,0.17973929296294738
174,I feel _ when I speak in public.,nervous,pocity-nalady-2-uroven,nervous,0.17973929296294738
175,He got _ when I criticized him.,aggressive,pocity-nalady-2-uroven,aggressive,0.40314378853213995
175,"Are you _ ? Yes, I am, everything is perfect.",happy,pocity-nalady-2-uroven,happy,0.40314378853213995
175,Monika has a _ of heights.,fear,pocity-nalady-2-uroven,fear,0.40314378853213995
175,He made a _ decision to resign to show what he believed in.,courageous,pocity-nalady-2-uroven,courageous,0.40314378853213995
176,She seemed _ about the fact that she didn't get into university.,depressed,pocity-nalady-2-uroven,depressed,0.2795739681901516
176,She is an excellent paediatrician because she has _ with children.,empathy,pocity-nalady-2-uroven,empathy,0.2795739681901516
176,"Be careful of what you say to her, she is very _ to criticism.",sensitive,pocity-nalady-2-uroven,sensitive,0.2795739681901516
176,You can do it. Be a bit more _ in yourself.,confident,pocity-nalady-2-uroven,confident,0.2795739681901516
177,The kids are enjoying his presence because he is in a _ mood.,playful,pocity-nalady-2-uroven,playful,0.24343846713704853
177,"It is a _ idea to travel at night, you will be really tired.",stupid,pocity-nalady-2-uroven,stupid,0.24343846713704853
177,She was _ that I could come.,delighted,pocity-nalady-2-uroven,delighted,0.24343846713704853
177,It was a _ decision to travel around the world alone.,brave,pocity-nalady-2-uroven,brave,0.24343846713704853
178,I _ him. I want to marry him.,love,pocity-nalady-2-uroven,love,0.40060902523865166
178,The children were _ by the game. They wanted to play it again and again.,fascinated,pocity-nalady-2-uroven,fascinated,0.40060902523865166
178,The doctor was _ about his chances of recovery.,pessimistic,pocity-nalady-2-uroven,pessimistic,0.40060902523865166
178,"I _ that he will come to the party, I want to talk to him.",hope,pocity-nalady-2-uroven,hope,0.40060902523865166
179,I feel _ . There is nothing I can do.,helpless,pocity-nalady-2-uroven,helpless,0.3102023593874906
179,Martin's mum was _ that he failed the test.,disappointed,pocity-nalady-2-uroven,disappointed,0.3102023593874906
179,He lost his _ to live after his dog died.,will,pocity-nalady-2-uroven,will,0.3102023593874906
179,She has always _ politicians.,mistrusted,pocity-nalady-2-uroven,mistrusted,0.3102023593874906
180,Ema had a _ on 24 July.,baby,rodina-lide-2-uroven,baby,0.637406544427821
180,What _ is your sister?,age,rodina-lide-2-uroven,age,0.637406544427821
180,The sister of my mother is my _ .,aunt,rodina-lide-2-uroven,aunt,0.637406544427821
181,How many _ do you have?,children,rodina-lide-1-uroven,children,0.699491752515235
181,What is your _ ?,name,rodina-lide-1-uroven,name,0.699491752515235
181,I'm Ivo's _ . We got married last summer.,wife,rodina-lide-1-uroven,wife,0.699491752515235
182,Klára and Anička are _ .,sisters,rodina-lide-1-uroven,sisters,0.378961487292882
182,The brother of my mother is my _ .,uncle,rodina-lide-1-uroven,uncle,0.378961487292882
182,I'm going to meet my boyfriend's _ at the weekend.,parents,rodina-lide-1-uroven,parents,0.378961487292882
183,"My _ is five, her name is Markétka.",daughter,rodina-lide-1-uroven,daughter,0.5224543118147893
183,We are a big _ !,family,rodina-lide-1-uroven,family,0.5224543118147893
183,"Do you know this man? Yes, I do, he's my _ .",husband,rodina-lide-1-uroven,husband,0.5224543118147893
184,My _ met my father when she was 18.,mother,rodina-lide-1-uroven,mother,0.7979318887297258
184,My father is a tall _ .,man,rodina-lide-1-uroven,man,0.7979318887297258
184,"We have two _ , Veronika and Aneta.",girls,rodina-lide-1-uroven,girls,0.7979318887297258
185,"This is our _ Honzík, he is 4.",son,rodina-lide-1-uroven,son,0.7314409925116231
185,My wife is a beautiful _ .,woman,rodina-lide-1-uroven,woman,0.7314409925116231
185,"She's not my girlfriend, we are just good _ .",friends,rodina-lide-1-uroven,friends,0.7314409925116231
186,My son was a bit of a rebel when he was a _ .,teenager,rodina-lide-1-uroven,teenager,0.4684776743812315
186,My _ is a doctor.,father,rodina-lide-1-uroven,father,0.4684776743812315
186,Their baby was born last night. It's a _ !,boy,rodina-lide-1-uroven,boy,0.4684776743812315
187,I come from a large family - I have four _ and a sister.,brothers,rodina-lide-1-uroven,brothers,0.683317438346842
187,We invited 15 _ to our family dinner.,people,rodina-lide-1-uroven,people,0.683317438346842
187,My _ is in her seventies.,grandmother,rodina-lide-1-uroven,grandmother,0.683317438346842
188,Do you _ football?,play,pohybova-slovesa-1-uroven,play,0.4746685883338694
188,I can _ under water.,swim,pohybova-slovesa-1-uroven,swim,0.4746685883338694
188,"If I _ for a long time, my knees hurt.",stand,pohybova-slovesa-1-uroven,stand,0.4746685883338694
189,We _ house last summer.,moved,pohybova-slovesa-1-uroven,moved,0.7958063050733114
189,I _ into the water.,jumped,pohybova-slovesa-1-uroven,jumped,0.7958063050733114
189,She is _ at the table.,sitting,pohybova-slovesa-1-uroven,sitting,0.7958063050733114
190,She _ off her bike.,fell,pohybova-slovesa-1-uroven,fell,0.818909989945073
190,When does she _ her new job?,start,pohybova-slovesa-1-uroven,start,0.818909989945073
190,We _ all night.,danced,pohybova-slovesa-1-uroven,danced,0.818909989945073
191,I can _ very fast.,run,pohybova-slovesa-1-uroven,run,0.7271586019640989
191,I can't _ eating this delicious cake.,stop,pohybova-slovesa-1-uroven,stop,0.7271586019640989
191,Let's go _ in the winter!,skiing,pohybova-slovesa-1-uroven,skiing,0.7271586019640989
192,Did you _ from Prague to Paris?,fly,pohybova-slovesa-1-uroven,fly,0.37209330645320077
192,We can _ on the river in the winter.,skate,pohybova-slovesa-1-uroven,skate,0.37209330645320077
192,Will you _ to the party?,come,pohybova-slovesa-1-uroven,come,0.37209330645320077
193,The bus _ in an hour.,leaves,pohybova-slovesa-1-uroven,leaves,0.8899891826707472
193,Did he _ off his bike?,fall,pohybova-slovesa-1-uroven,fall,0.8899891826707472
193,I _ my hands.,clapped,pohybova-slovesa-1-uroven,clapped,0.8899891826707472
194,She _ home.,walked,pohybova-slovesa-1-uroven,walked,0.6315954436562036
194,"Can you _ the door open, please?",hold,pohybova-slovesa-1-uroven,hold,0.6315954436562036
194,"Petr, _ right!",turn,pohybova-slovesa-1-uroven,turn,0.6315954436562036
195,Shh! She is _ .,sleeping,slovesa-zaklad-1-uroven,sleeping,0.45738461110937995
195,What are you _ ? Orange juice.,drinking,slovesa-zaklad-1-uroven,drinking,0.45738461110937995
195,She is _ because she fell off her bike.,crying,slovesa-zaklad-1-uroven,crying,0.45738461110937995
196,I'm _ Harry Potter.,reading,slovesa-zaklad-1-uroven,reading,0.9478322305327623
196,"He's a doctor, he _ at the hospital.",works,slovesa-zaklad-1-uroven,works,0.9478322305327623
196,Do you _ meat?,eat,slovesa-zaklad-1-uroven,eat,0.9478322305327623
197,I _ in Prague.,live,slovesa-zaklad-1-uroven,live,0.8584114357171035
197,When does the film _ ?,begin,slovesa-zaklad-1-uroven,begin,0.8584114357171035
197,He _ her on the mouth.,kissed,slovesa-zaklad-1-uroven,kissed,0.8584114357171035
198,"I will _ some fruit, we don't have any.",buy,slovesa-zaklad-1-uroven,buy,0.7035159814916823
198,"Kamil _ very well, he will be an artist.",draws,slovesa-zaklad-1-uroven,draws,0.7035159814916823
198,The shop _ at 5 pm.,closes,slovesa-zaklad-1-uroven,closes,0.7035159814916823
199,Can I _ your scissors to cut the sheet of paper?,use,slovesa-zaklad-1-uroven,use,0.5638883418086043
199,Will you _ the car? It's dirty.,wash,slovesa-zaklad-1-uroven,wash,0.5638883418086043
199,I like to _ in the autumn because there are fewer tourists.,travel,slovesa-zaklad-1-uroven,travel,0.5638883418086043
200,Did you _ the house yourself?,build,slovesa-zaklad-1-uroven,build,0.654603234877272
200,"Mum, can you _ me a chocolate cake?",make,slovesa-zaklad-1-uroven,make,0.654603234877272
200,"I will stay at home, it's _ .",raining,slovesa-zaklad-1-uroven,raining,0.654603234877272
201,The thieves _ the house by the door.,entered,slovesa-zaklad-1-uroven,entered,0.9334233082255667
201,This _ my sister.,is,slovesa-zaklad-1-uroven,is,0.9334233082255667
201,Will you _ a song to us?,sing,slovesa-zaklad-1-uroven,sing,0.9334233082255667
202,I _ got two brothers.,have,slovesa-zaklad-1-uroven,have,0.8633993786685529
202,The shop _ at 9 am.,opens,slovesa-zaklad-1-uroven,opens,0.8633993786685529
202,"I couldn't _ Milan, he was behind a tree.",find,slovesa-zaklad-1-uroven,find,0.8633993786685529
203,I _ home once a week to talk to my parents.,ring,slovesa-zaklad-1-uroven,ring,0.7645112394254735
203,The story _ on page 8.,continues,slovesa-zaklad-1-uroven,continues,0.7645112394254735
203,"It's _ , let's build a snowman.",snowing,slovesa-zaklad-1-uroven,snowing,0.7645112394254735
204,She lost a lot of _ in the accident.,blood,casti-tela-1-uroven,blood,0.5978700904450353
204,She has got beautiful blue _ .,eyes,casti-tela-1-uroven,eyes,0.5978700904450353
204,"I can't walk, my _ hurts.",knee,casti-tela-1-uroven,knee,0.5978700904450353
205,She has broken a _ in her wrist.,bone,casti-tela-1-uroven,bone,0.6073183103396286
205,She blew her _ .,nose,casti-tela-1-uroven,nose,0.6073183103396286
205,He kissed her on the _ .,mouth,casti-tela-1-uroven,mouth,0.6073183103396286
206,"She has got long, dark _ .",hair,casti-tela-1-uroven,hair,0.4032971639267107
206,"My _ are so cold, I will put on socks.",feet,casti-tela-1-uroven,feet,0.4032971639267107
206,The girl and the boy hold their _ .,hands,casti-tela-1-uroven,hands,0.4032971639267107
207,"I can't hear you, there is something in my _ .",ear,casti-tela-1-uroven,ear,0.5271350208664254
207,You can solve the problem – use your _ .,brain,casti-tela-1-uroven,brain,0.5271350208664254
207,Brush your _ !,teeth,casti-tela-1-uroven,teeth,0.5271350208664254
208,She took her baby in her _ .,arms,casti-tela-1-uroven,arms,0.579959958931397
208,She had a ring on her _ .,finger,casti-tela-1-uroven,finger,0.579959958931397
208,My mum has a good _ .,heart,casti-tela-1-uroven,heart,0.579959958931397
209,I put on a hat to keep my _ warm.,head,casti-tela-1-uroven,head,0.4815476859131292
209,He broke his _ when he was skiing.,leg,casti-tela-1-uroven,leg,0.4815476859131292
209,Don't bite your _ !,nails,casti-tela-1-uroven,nails,0.4815476859131292
210,My sister always wears a gold chain around her _ .,neck,casti-tela-1-uroven,neck,0.5895817668114283
210,I could see from her _ that she was unhappy.,face,casti-tela-1-uroven,face,0.5895817668114283
210,Babies have soft _ .,skin,casti-tela-1-uroven,skin,0.5895817668114283
211,The _ is pink.,pig,zvirata-mix-1-uroven,pig,0.2063182596001105
211,The _ is the king of animals.,lion,zvirata-mix-1-uroven,lion,0.2063182596001105
211,The _ eats bananas.,monkey,zvirata-mix-1-uroven,monkey,0.2063182596001105
212,The _ is a large animal.,tiger,zvirata-mix-1-uroven,tiger,0.21672140121178168
212,The _ lives in water.,turtle,zvirata-mix-1-uroven,turtle,0.21672140121178168
212,The _ is a small animal with long ears.,rabbit,zvirata-mix-1-uroven,rabbit,0.21672140121178168
213,The _ produces milk.,cow,zvirata-mix-1-uroven,cow,0.3342970521212358
213,The _ is green.,crocodile,zvirata-mix-1-uroven,chicken,0.3342970521212358
213,The _ is a type of bird.,chicken,zvirata-mix-1-uroven,crocodile,0.3342970521212358
214,The _ is an animal that looks like a small horse but has longer ears.,donkey,zvirata-mix-1-uroven,donkey,0.31391229770499485
214,The _ has sharp teeth.,shark,zvirata-mix-1-uroven,shark,0.31391229770499485
214,The _ is a large ape.,gorilla,zvirata-mix-1-uroven,gorilla,0.31391229770499485
215,The _ is a very large grey animal.,elephant,zvirata-mix-1-uroven,dog,0.2617403726952669
215,The _ is a bird that lives by water.,duck,zvirata-mix-1-uroven,duck,0.2617403726952669
215,The _ is an animal with four legs.,dog,zvirata-mix-1-uroven,elephant,0.2617403726952669
216,The _ is an animal with a very long neck.,giraffe,zvirata-mix-1-uroven,giraffe,0.44025251002292953
216,The  _ lives in water and has eight tentacles.,octopus,zvirata-mix-1-uroven,octopus,0.44025251002292953
216,The _ is a black and white bird.,penguin,zvirata-mix-1-uroven,penguin,0.44025251002292953
217,The _ provides milk.,goat,zvirata-mix-1-uroven,goat,0.39211839098134965
217,The _ is a large animal that lives in the desert.,camel,zvirata-mix-1-uroven,camel,0.39211839098134965
217,The _ is a sea mammal.,dolphin,zvirata-mix-1-uroven,dolphin,0.39211839098134965
218,The _ catches mice.,cat,zvirata-mix-1-uroven,cat,0.372682622050676
218,The _ is a large animal with thick grey skin.,hippopotamus,zvirata-mix-1-uroven,hippopotamus,0.372682622050676
218,The _ moves by jumping.,kangaroo,zvirata-mix-1-uroven,kangaroo,0.372682622050676
219,My _ is Tim.,name,rodina-lide-1-uroven,name,0.7336451376030392
219,The sister of my father is my _ .,aunt,rodina-lide-1-uroven,aunt,0.7336451376030392
219,The _ has long hair.,girl,rodina-lide-1-uroven,girl,0.7336451376030392
220,I have one older _ .,brother,rodina-lide-3-uroven,brother,0.30978259032790834
220,Mary is my _ .,wife,rodina-lide-3-uroven,wife,0.30978259032790834
220,He's my _ .,age,rodina-lide-3-uroven,age,0.30978259032790834
221,They are not a big _ .,family,rodina-lide-1-uroven,family,0.49699436456980534
221,The brother of my father is my _ .,uncle,rodina-lide-1-uroven,uncle,0.49699436456980534
221,The _ is crying all the time.,baby,rodina-lide-1-uroven,baby,0.49699436456980534
222,Mark is a nice _ .,person,rodina-lide-2-uroven,person,0.6915152095405628
222,How many _ do you work with?,people,rodina-lide-2-uroven,people,0.6915152095405628
222,My _ is a great man.,father,rodina-lide-2-uroven,father,0.6915152095405628
223,She is my younger _ .,sister,rodina-lide-2-uroven,sister,0.6518615798889897
223,I love my _ !,husband,rodina-lide-2-uroven,husband,0.6518615798889897
223,This _ says she knows you.,woman,rodina-lide-2-uroven,woman,0.6518615798889897
224,Are these your _ ?,parents,rodina-lide-1-uroven,parents,0.657751173987995
224,He is a bad _ .,man,rodina-lide-1-uroven,man,0.657751173987995
224,My _ is a very kind woman.,mother,rodina-lide-1-uroven,mother,0.657751173987995
226,"You are eighteen now, so you are an _ .",adult,rodina-lide-2-uroven,adult,0.2023792182025958
226,This is the _ that lives next to us.,neighbour,rodina-lide-2-uroven,neighbour,0.2023792182025958
226,My aunt’s child is my _ .,cousin,rodina-lide-2-uroven,cousin,0.2023792182025958
226,Their _ was born last week.,baby,rodina-lide-2-uroven,baby,0.2023792182025958
227,There is a _ of people on the street.,crowd,rodina-lide-2-uroven,crowd,0.3262036722376919
227,My _ is eighty years old.,grandmother,rodina-lide-2-uroven,grandmother,0.3262036722376919
227,"Write down your _ , please.",surname,rodina-lide-2-uroven,surname,0.3262036722376919
227,You should take care of your _ .,family,rodina-lide-2-uroven,family,0.3262036722376919
228,This is _ Thompson. He is your new boss.,Mr,rodina-lide-2-uroven,Mr,0.2703835114283434
228,My sister’s son is my _ .,nephew,rodina-lide-2-uroven,nephew,0.2703835114283434
228,Would you like to be our _ ?,guest,rodina-lide-2-uroven,guest,0.2703835114283434
228,Tell us your name and your _ .,age,rodina-lide-2-uroven,age,0.2703835114283434
229,I am _ . We had a wedding last year.,married,rodina-lide-2-uroven,married,0.3195418347095533
229,She was never a difficult _ .,teenager,rodina-lide-2-uroven,teenager,0.3195418347095533
229,I have to work in a _ with four other people.,team,rodina-lide-2-uroven,team,0.3195418347095533
229,They are not _ . They don’t know each other.,friends,rodina-lide-2-uroven,friends,0.3195418347095533
230,How do you know _ Hill?,Mrs,rodina-lide-2-uroven,Mrs,0.2739308779191395
230,He is a _ now. His daughter just had a baby.,grandfather,rodina-lide-2-uroven,grandfather,0.2739308779191395
230,Would you like to be my _ ?,girlfriend,rodina-lide-2-uroven,girlfriend,0.2739308779191395
230,I have never met that _ .,person,rodina-lide-2-uroven,person,0.2739308779191395
231,There is a _ in our living room.,visitor,rodina-lide-2-uroven,visitor,0.19585299437057235
231,"She’s not married yet, so you should call her _ .",Miss,rodina-lide-2-uroven,Miss,0.19585299437057235
231,I don’t belong to your _ of people.,group,rodina-lide-2-uroven,group,0.19585299437057235
231,Becky is just a little _ .,girl,rodina-lide-2-uroven,girl,0.19585299437057235
232,I have a _ . She is my son’s daughter.,granddaughter,rodina-lide-2-uroven,granddaughter,0.2075980162117002
232,He doesn’t want to be my _ .,boyfriend,rodina-lide-2-uroven,boyfriend,0.2075980162117002
232,Oscar is a twenty-year-old _ .,man,rodina-lide-2-uroven,man,0.2075980162117002
232,Sally really likes talking to _ .,people,rodina-lide-2-uroven,people,0.2075980162117002
233,"Here is a paper, _ something.",draw,slovesa-zaklad-1-uroven,draw,0.398388615182578
233,Do you want to _ something?,eat,slovesa-zaklad-1-uroven,eat,0.398388615182578
233,I _ in a city.,live,slovesa-zaklad-1-uroven,live,0.398388615182578
234,I want to _ happy.,be,slovesa-zaklad-1-uroven,be,0.7356731203953288
234,"Here, _ some water.",drink,slovesa-zaklad-1-uroven,drink,0.7356731203953288
234,Do you _ often?,travel,slovesa-zaklad-1-uroven,travel,0.7356731203953288
235,Children need to _ a lot.,sleep,slovesa-zaklad-1-uroven,sleep,0.43213639802286563
235,He doesn’t want to _ .,continue,slovesa-zaklad-1-uroven,continue,0.43213639802286563
235,You can _ your eyes.,open,slovesa-zaklad-1-uroven,open,0.43213639802286563
236,She _ some money left.,has,slovesa-zaklad-2-uroven,has,0.8296197298649101
236,It might _ tomorrow.,rain,slovesa-zaklad-2-uroven,rain,0.8296197298649101
236,They _ together.,work,slovesa-zaklad-2-uroven,work,0.8296197298649101
237,Help me _ it.,find,slovesa-zaklad-1-uroven,find,0.6119755007584172
237,He must _ to the doctor.,go,slovesa-zaklad-1-uroven,go,0.6119755007584172
237,There is the bathroom. Go _ yourself.,wash,slovesa-zaklad-1-uroven,wash,0.6119755007584172
238,We can _ that.,use,slovesa-zaklad-1-uroven,use,0.4207881851669683
238,You can _ the door.,close,slovesa-zaklad-1-uroven,close,0.4207881851669683
238,Is it expensive to _ a house?,build,slovesa-zaklad-1-uroven,build,0.4207881851669683
239,There are ten _ and five girls.,boys,rodina-lide-1-uroven,boys,0.7782238112407471
239,She has a _ called Emily.,daughter,rodina-lide-1-uroven,daughter,0.7782238112407471
239,I don’t know these _ .,people,rodina-lide-1-uroven,people,0.7782238112407471
240,This is a picture of my _ .,grandson,rodina-lide-3-uroven,grandson,0.19849330948786664
240,Our daughter is pregnant. We are going to be _ .,grandparents,rodina-lide-3-uroven,grandparents,0.19849330948786664
240,"Yes, I know his _ . It’s Nick.",name,rodina-lide-3-uroven,name,0.19849330948786664
240,My _ looks just like me.,sister,rodina-lide-3-uroven,sister,0.19849330948786664
241,I want to _ something new.,create,slovesa-zaklad-1-uroven,create,0.6660703265689841
241,You cannot _ cigarettes here.,smoke,slovesa-zaklad-1-uroven,smoke,0.6660703265689841
241,He can _ a couple of minutes.,wait,slovesa-zaklad-1-uroven,wait,0.6660703265689841
242,Did you _ the film?,enjoy,slovesa-zaklad-2-uroven,enjoy,0.3179606308052194
242,You can _ it over there.,put,slovesa-zaklad-2-uroven,put,0.3179606308052194
242,John should _ the new car.,try,slovesa-zaklad-2-uroven,try,0.3179606308052194
243,I want you to _ my parents.,meet,slovesa-zaklad-2-uroven,meet,0.8434113137670417
243,She will _ the child back.,get,slovesa-zaklad-2-uroven,get,0.8434113137670417
243,That _ good.,sounds,slovesa-zaklad-2-uroven,sounds,0.8434113137670417
244,We _ help you with that.,can,slovesa-zaklad-2-uroven,can,0.6404127695616482
244,I’m sure he will _ great things.,achieve,slovesa-zaklad-2-uroven,achieve,0.6404127695616482
244,You can’t _ here.,camp,slovesa-zaklad-2-uroven,camp,0.6404127695616482
245,He _ at the worst jokes.,laughs,slovesa-zaklad-2-uroven,laughs,0.72535107653496
245,Do you want to _ he will win?,bet,slovesa-zaklad-2-uroven,bet,0.72535107653496
245,I can’t _ very well.,sing,slovesa-zaklad-2-uroven,sing,0.72535107653496
246,I should _ for the trip.,prepare,slovesa-zaklad-3-uroven,prepare,0.4939798331924903
246,Ellen is going to _ the exam.,fail,slovesa-zaklad-3-uroven,fail,0.4939798331924903
246,They can’t _ here anymore.,stay,slovesa-zaklad-3-uroven,stay,0.4939798331924903
247,He can _ very fast.,run,pohybova-slovesa-1-uroven,run,0.4181918563828808
247,I don’t want to _ with you.,dance,pohybova-slovesa-1-uroven,dance,0.4181918563828808
247,Can you _ a horse?,ride,pohybova-slovesa-1-uroven,ride,0.4181918563828808
248,How high can you _ ?,jump,pohybova-slovesa-2-uroven,jump,0.40044675452604467
248,"Please, _ for a while.",stop,pohybova-slovesa-2-uroven,leave,0.40044675452604467
248,She should _ .,leave,pohybova-slovesa-2-uroven,stop,0.40044675452604467
249,Emma _ like a fish.,swims,pohybova-slovesa-1-uroven,swims,0.7378601165245788
249,Let’s _ basketball.,play,pohybova-slovesa-1-uroven,play,0.7378601165245788
249,You cannot _ down.,fall,pohybova-slovesa-1-uroven,fall,0.7378601165245788
250,Can you _ this for me?,hold,pohybova-slovesa-1-uroven,hold,0.6214123395572472
250,We can go _ if it snows.,skiing,pohybova-slovesa-1-uroven,skiing,0.6214123395572472
250,He can _ on that chair.,sit,pohybova-slovesa-1-uroven,sit,0.6214123395572472
251,You can’t _ other players.,kick,pohybova-slovesa-1-uroven,kick,0.4336034989614458
251,It hurts if I _ for too long.,stand,pohybova-slovesa-1-uroven,stand,0.4336034989614458
251,She wants to _ like the birds.,fly,pohybova-slovesa-1-uroven,fly,0.4336034989614458
252,It’s not that far. We can _ there.,walk,pohybova-slovesa-2-uroven,walk,0.3314055741414285
252,There are no mountains to _ on here.,climb,pohybova-slovesa-2-uroven,climb,0.3314055741414285
252,Ernest can’t _ his legs.,move,pohybova-slovesa-2-uroven,move,0.3314055741414285
253,The ship will _ soon.,sink,pohybova-slovesa-2-uroven,sink,0.2703497407314926
253,Try to _ the ball.,hit,pohybova-slovesa-2-uroven,hit,0.2703497407314926
253,You need to _ before exercising.,stretch,pohybova-slovesa-2-uroven,stretch,0.2703497407314926
253,We can _ there in our car.,drive,pohybova-slovesa-2-uroven,drive,0.2703497407314926
254,"Be careful, they might _ you.",attack,pohybova-slovesa-2-uroven,attack,0.20943444701730715
254,You should know how to _ yourself.,defend,pohybova-slovesa-2-uroven,defend,0.20943444701730715
254,How much weight can she _ ?,lift,pohybova-slovesa-2-uroven,lift,0.20943444701730715
254,I will _ you if you fall.,catch,pohybova-slovesa-2-uroven,catch,0.20943444701730715
255,Now _ the button.,press,pohybova-slovesa-2-uroven,press,0.14965684718473002
255,Will you _ these socks for me?,sort,pohybova-slovesa-2-uroven,sort,0.14965684718473002
255,He needs to _ the door to open it.,pull,pohybova-slovesa-2-uroven,pull,0.14965684718473002
255,I won’t be able to _ the race.,finish,pohybova-slovesa-2-uroven,finish,0.14965684718473002
256,She is going to _ . I’m sure of it.,win,pohybova-slovesa-3-uroven,win,0.1846259708395218
256,You can’t _ in this part of the sea.,dive,pohybova-slovesa-3-uroven,dive,0.1846259708395218
256,"Meg is going to _ me, so that I get stronger.",train,pohybova-slovesa-3-uroven,train,0.1846259708395218
256,It’s easy to _ the target.,miss,pohybova-slovesa-3-uroven,miss,0.1846259708395218
257,I can _ on a boat.,sail,pohybova-slovesa-2-uroven,sail,0.237283994064548
257,He will _ you the ball.,throw,pohybova-slovesa-2-uroven,throw,0.237283994064548
257,Can you _ a bow?,shoot,pohybova-slovesa-2-uroven,shoot,0.237283994064548
257,The children like to _ down the hill.,slide,pohybova-slovesa-2-uroven,slide,0.237283994064548
258,We have to _ you.,search,pohybova-slovesa-3-uroven,search,0.09384947773949545
258,Tony will _ the canoe.,paddle,pohybova-slovesa-3-uroven,paddle,0.09384947773949545
258,Try to _ it a bit.,push,pohybova-slovesa-3-uroven,push,0.09384947773949545
258,It has to _ at some point.,move,pohybova-slovesa-3-uroven,move,0.09384947773949545
259,My _ is beating fast.,heart,casti-tela-1-uroven,heart,0.5192741069454264
259,Open your _ .,mouth,casti-tela-1-uroven,mouth,0.5192741069454264
259,Don’t point your _ at people.,finger,casti-tela-1-uroven,finger,0.5192741069454264
260,He doesn’t use his _ at all.,brain,casti-tela-1-uroven,brain,0.5230679391678063
260,Don’t cut yourself. I hate seeing _ .,blood,casti-tela-1-uroven,blood,0.5230679391678063
260,I can stand on one _ .,leg,casti-tela-1-uroven,leg,0.5230679391678063
261,How big is your _ ?,foot,casti-tela-1-uroven,foot,0.3561018927420104
261,I want to have white _ .,teeth,casti-tela-1-uroven,teeth,0.3561018927420104
261,I can’t run. My _ hurts.,knee,casti-tela-1-uroven,knee,0.3561018927420104
262,She paints her _ red.,nails,casti-tela-1-uroven,nails,0.6803563216461271
262,Our dog found a _ .,bone,casti-tela-1-uroven,bone,0.6803563216461271
262,I wish my _ was soft.,skin,casti-tela-1-uroven,skin,0.6803563216461271
263,My whole _ hurts.,body,casti-tela-1-uroven,body,0.6092168114475813
263,Liz wants to cut her _ .,hair,casti-tela-1-uroven,hair,0.6092168114475813
