id;parent;weight;exercise;type;featured;otherPs;predPs;followPs;similarPs;alternativePs;evaluation;grade;class;topic;examples;url;specs;created;visible;ordering
922;45;1;8;combined;0;1404, 1367, 1392, 1385;1404,1367,1392,1385;;216,1399,2015,217,905,1400,1807,1976,1995,2036,219,906,1402,1809,220,1403,1939,221,908,1404,1810,218,907,1401,1808;221,908,1404,1810;medalBased;1;6;;;strilecka-sportovni-slovesa;{"shootingPs":"1404","maxLevel":"4","slowingFactor":"2","diffRatio":"85","instructions":"Střílejte prosím pouze sportovní slovesa."};0000-00-00 00:00:00;0;0
923;36;1;8;combined;0;1366, 1368, 1399;1366,1368,1399;;864,1408,1814,2276,2631,2068;;medalBased;1;7;;;strilecka-dum-casti-domu-nabytek;{"shootingPs":"1366","maxLevel":"4","slowingFactor":"2","diffRatio":"85","instructions":"Střílejte prosím dům , části domu a nábytek."};0000-00-00 00:00:00;1;0
924;95;1;3;basic;0;;364;;925,1463,1868,1877,2623,2628,377,425,1906,415,413,1876,2515,2800,2806;;medalBased;2;10;;;diktaty-past-simple-tense-irregular-verbs;;0000-00-00 00:00:00;1;0
925;96;1;3;basic;0;;352;;924,928,1463,365,422,1448,1875,1891,412,1887,1907,2799,2805;;medalBased;2;9;;;diktaty-past-continous-tense;;0000-00-00 00:00:00;1;0
926;97;1;3;basic;0;;354;;433,354,1878,378,416;;medalBased;2;9;;;diktaty-future-simple-tense;;0000-00-00 00:00:00;1;0
927;128;1;3;basic;0;;;;1019,393,1897,1021,1450;;medalBased;2;9;;;diktaty-personal-pronouns;;0000-00-00 00:00:00;1;0
928;98;1;3;basic;0;;884;;884,925,1459,83,1461,1746,353,411,1886,2517,2626,2514;;medalBased;1;8;;;diktaty-present-perfect-tense;;0000-00-00 00:00:00;1;0
929;90;1;3;basic;0;;408;;409,1456,408;;medalBased;1;7;;;diktaty-nouns-plurals-regular;;0000-00-00 00:00:00;1;0
930;91;1;3;basic;0;;409;;1023,1456,1499,409;;medalBased;2;9;;;diktaty-nouns-plurals-irregular;;0000-00-00 00:00:00;1;0
931;122;1;3;basic;0;;375;;343,1747,84,375,376,394,1480,1870;;medalBased;2;9;;;diktaty-adverbs-comparative-superlative;;0000-00-00 00:00:00;1;0
932;175;1;9;basic;0;;;;400,1443,396,383,440,390,444,1464,372;;medalBased;1;8;;;tetris-past-simple-tense-pronunciation;{"levels":[{"categories":["pst-pronunciation-t","pst-pronunciation-d","pst-pronunciation-id"]},{"categories":["pst-pronunciation-t","pst-pronunciation-d","pst-pronunciation-id"]},{"categories":["pst-pronunciation-t","pst-pronunciation-d","pst-pronunciation-id"]},{"categories":["pst-pronunciation-t","pst-pronunciation-d","pst-pronunciation-id"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
933;94;1;9;basic;0;;939,940;83;83,420,884,1017,1744,364,352,421,1475,2511,2519;884,1017,1744;medalBased;1;7;;;tetris-past-simple-tense-creation;{"levels":[{"categories":["pst-tvoreni-pronunciation-ed-d","pst-tvoreni-pronunciation-zmekceni","pst-tvoreni-pronunciation-zdvojeni"]},{"categories":["pst-tvoreni-pronunciation-ed-d","pst-tvoreni-pronunciation-zmekceni","pst-tvoreni-pronunciation-zdvojeni"]},{"categories":["pst-tvoreni-pronunciation-ed-d","pst-tvoreni-pronunciation-zmekceni","pst-tvoreni-pronunciation-zdvojeni"]},{"categories":["pst-tvoreni-pronunciation-ed-d","pst-tvoreni-pronunciation-zmekceni","pst-tvoreni-pronunciation-zdvojeni"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
934;177;1;9;basic;0;;;;382,438,389,443,388,446;;medalBased;1;10;;;tetris-plural-s-pronunciation-s-z-iz;{"levels":[{"categories":["plural-s-pronunciation-s","plural-s-pronunciation-z","plural-s-pronunciation-iz"]},{"categories":["plural-s-pronunciation-s","plural-s-pronunciation-z","plural-s-pronunciation-iz"]},{"categories":["plural-s-pronunciation-s","plural-s-pronunciation-z","plural-s-pronunciation-iz"]},{"categories":["plural-s-pronunciation-s","plural-s-pronunciation-z","plural-s-pronunciation-iz"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
935;221;1;9;basic;0;;;;936,594,1502;;medalBased;1;8;;;tetris-slovni-druhy;{"levels":[{"categories":["slovni-druh-nouns","slovni-druh-adjectives","slovni-druh-pronouns","slovni-druh-verbs"]},{"categories":["slovni-druh-nouns","slovni-druh-verbs","slovni-druh-adverbs"]},{"categories":["slovni-druh-nouns","slovni-druh-adjectives","slovni-druh-verbs"]},{"categories":["slovni-druh-nouns","slovni-druh-adjectives","slovni-druh-pronouns","slovni-druh-verbs","slovni-druh-adverbs"]},{"categories":["slovni-druh-nouns","slovni-druh-adjectives","slovni-druh-pronouns","slovni-druh-verbs","slovni-druh-adverbs"]}],"maxLevel":"5","slowingFactor":"2"};0000-00-00 00:00:00;1;0
936;220;1;9;basic;0;;;;935,1502,594;;medalBased;1;7;;;tetris-gender;{"levels":[{"categories":["gender-he","gender-she","gender-it"]},{"categories":["gender-he","gender-she","gender-it"]},{"categories":["gender-he","gender-she","gender-it"]},{"categories":["gender-he","gender-she","gender-it"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
937;156;1;9;basic;0;;;;344,424,2617,1495,2615,2812;1495;medalBased;1;5;;;tetris-verbe-to-be-oznamovaci-otazka-zapor;{"levels":[{"categories":["verb-to-be-positive-sentence","verb-to-be-question","verb-to-be-negative-sentence"]},{"categories":["verb-to-be-positive-sentence","verb-to-be-question","verb-to-be-negative-sentence"]},{"categories":["verb-to-be-positive-sentence","verb-to-be-question","verb-to-be-negative-sentence"]},{"categories":["verb-to-be-positive-sentence","verb-to-be-question","verb-to-be-negative-sentence"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
938;225;1;9;basic;0;;;;;;medalBased;1;0;;;tetris-pronouns-subject-object-possessive;{"levels":[{"categories":["subject","object","possessive"]},{"categories":["subject","object","possessive"]},{"categories":["subject","object","possessive"]},{"categories":["subject","object","possessive"]}],"maxLevel":"4","slowingFactor":"1.5"};0000-00-00 00:00:00;0;0
939;92;1;9;basic;0;;;933;940,350,418,1444,419,2614,2788;350,418,1444;medalBased;1;5;;;tetris-present-simple-I-she-infinitive;{"levels":[{"categories":["pst-i","pst-she","pst-infinitive"]},{"categories":["pst-i","pst-she","pst-infinitive"]},{"categories":["pst-i","pst-she","pst-infinitive"]},{"categories":["pst-i","pst-she","pst-infinitive"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
940;92;1;9;basic;0;;;933;939,1452,1745,1867,2524,1457,1458,2789,414,1908,2518,2810,2512,2520;1745;medalBased;1;6;Present simple: positive - negative - question;;tetris-present-simple-positive-negative-question;{"levels":[{"categories":["pst-positive-sentence","pst-negative-sentence","pst-question"]},{"categories":["pst-positive-sentence","pst-negative-sentence","pst-question"]},{"categories":["pst-positive-sentence","pst-negative-sentence","pst-question"]},{"categories":["pst-positive-sentence","pst-negative-sentence","pst-question"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
941;158;1;9;basic;0;;;;400,1443,396,371,431,1896,2797,2803,1464,372,838,2801,1447,1455;;medalBased;1;8;;;tetris-predlozky-in-at-on;{"levels":[{"categories":["prepositions-in","prepositions-at","prepositions-on"]},{"categories":["prepositions-in","prepositions-at","prepositions-on"]},{"categories":["prepositions-in","prepositions-at","prepositions-on"]},{"categories":["prepositions-in","prepositions-at","prepositions-on"]}],"maxLevel":"4","slowingFactor":"2"};0000-00-00 00:00:00;1;0
959;175;1;11;basic;0;;;;961,976;;medalBased;2;0;;[[["text","bridged"]],[["text","wanted"]],[["text","breaded"]]];rozrazovacka-past-simple-tense-pronunciation;{"categories":["pst-pronunciation-t","pst-pronunciation-d","pst-pronunciation-id"] };0000-00-00 00:00:00;1;0
960;94;1;11;basic;0;;965,966;86;86,974;;medalBased;2;0;Past simple tense - tvoření: -ed (-d) - změkčení - zdvojení;[[["text","beg"]],[["text","hurry"]],[["text","finish"]]];rozrazovacka-past-simple-tense-creation;{"categories":["pst-tvoreni-pronunciation-ed-d","pst-tvoreni-pronunciation-zmekceni","pst-tvoreni-pronunciation-zdvojeni"]};0000-00-00 00:00:00;1;0
961;177;1;11;basic;0;;;;959,976;;medalBased;2;0;;[[["text","cats"]],[["text","kisses"]],[["text","crabs"]]];rozrazovacka-plural-s-pronunciation-s-z-iz;{"categories":["plural-s-pronunciation-s","plural-s-pronunciation-z","plural-s-pronunciation-iz"]};0000-00-00 00:00:00;1;0
962;221;1;11;basic;0;;;;963,981;;medalBased;2;0;;[[["text","usually"]],[["text","easy"]],[["text","high"]]];rozrazovacka-slovni-druhy;{"categories":["slovni-druh-nouns","slovni-druh-adjectives","slovni-druh-pronouns","slovni-druh-verbs","slovni-druh-adverbs"]};0000-00-00 00:00:00;1;0
963;220;1;11;basic;0;;;;962,981;;medalBased;2;0;Gender: he - she - it;[[["text","grandpa"]],[["text","father"]],[["text","daughter"]]];rozrazovacka-gender;{"categories":["gender-he","gender-she","gender-it"] };0000-00-00 00:00:00;1;0
964;156;1;11;basic;0;;;;970;;medalBased;2;0;Verb to be: oznamovací - otázka - zápor;[[["text","You are"]],[["text","She is"]],[["text","I am not"]]];rozrazovacka-verbe-to-be-oznamovaci-otazka-zapor;{"categories":["verb-to-be-positive-sentence","verb-to-be-question","verb-to-be-negative-sentence"]};0000-00-00 00:00:00;1;0
965;92;1;11;basic;0;;;960;966,973;;medalBased;2;0;Present simple: I - she - infinitive;[[["text","to give"]],[["text","play"]],[["text","to swim"]]];rozrazovacka-present-simple-I-she-infinitive;{"categories":["pst-i","pst-she","pst-infinitive"]};0000-00-00 00:00:00;1;0
966;92;1;11;basic;0;;;960;965,973;;medalBased;2;0;Present simple: positive - negative - question;[[["text","He goes"]],[["text","She doesn't eat"]]];rozrazovacka-present-simple-positive-negative-question;{"categories":["pst-positive-sentence","pst-negative-sentence","pst-question"]};0000-00-00 00:00:00;1;0
967;158;1;11;basic;0;;;;964,970,983,977;;medalBased;2;0;Předložky: in - at - on;[[["text","May"]],[["text","November 20th"]],[["text","Sunday"]]];rozrazovacka-predlozky-in-at-on;{"categories":["prepositions-in","prepositions-at","prepositions-on"]};0000-00-00 00:00:00;1;0
968;186;1;19;combined;0;1412;;;969;;medalBased;2;0;;[[["text","party"]],[["text","dreadful"]],[["text","begin"]]];slovicka-synonyma;;0000-00-00 00:00:00;1;0
969;187;1;19;combined;0;1413;;;968;;medalBased;2;0;;[[["img","img\/slovicka\/fast.jpg"]],[["text","alive"]],[["img","img\/slovicka\/deep.jpg"]]];slovicka-antonyma;;0000-00-00 00:00:00;1;0
970;156;1;7;combined;0;344, 402;1495,344,402;;964;;medalBased;1;0;;;roboti-be-have-do-mix;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
971;157;1;7;combined;0;408, 409;408,409;;;;medalBased;1;0;;;roboti-pluarls-mix;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
972;152;1;7;combined;0;401, 341, 410, 360;401,341,410,360;;;;medalBased;1;0;;;roboti-articles-mix;{"maxLevel":"6"};0000-00-00 00:00:00;1;0
973;92;1;7;combined;0;350;350,350;;965,966;;medalBased;1;0;;;roboti-present-simple-tense;{"maxLevel":"3"};0000-00-00 00:00:00;1;0
974;305;1;7;combined;0;403, 364, 365;2813,403,364,365;;960,86;;medalBased;1;0;Past simple tense: mix;;roboti-past-simple-tense;{"maxLevel":"5"};0000-00-00 00:00:00;1;0
975;104;1;7;combined;0;380, 381;380,380,381;;976,984;;medalBased;1;0;;;roboti-can-could;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
976;105;1;7;combined;0;382, 383;382,383;;975,984;;medalBased;1;0;;;roboti-must-have-to-can;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
977;229;1;7;combined;0;371;371;;970,983,964,967;;medalBased;1;0;;;roboti-prepositions-of-position;{"maxLevel":"3"};0000-00-00 00:00:00;1;0
978;153;1;7;combined;0;392;392,392;;;;medalBased;1;0;;;roboti-possessive-pronouns;{"maxLevel":"3"};0000-00-00 00:00:00;1;0
979;131;1;7;combined;0;347;347;;981;;medalBased;1;0;;;roboti-determiners-few-little-much-many;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
980;154;1;7;combined;0;367, 368, 369, 370;367,369,370;;;;medalBased;1;0;;;roboti-phrasal-verbs-mix;{"maxLevel":"5"};0000-00-00 00:00:00;1;0
981;166;1;7;combined;0;347,374,348,406;1502,347,374,348,406;;979;;medalBased;1;0;;;roboti-quantity-mix;{"maxLevel":"5"};0000-00-00 00:00:00;1;0
982;168;1;7;combined;0;375, 376, 343, 394;375,376,343,394;;87,88;;medalBased;1;0;;;roboti-adjectives-adverbs-mix;{"maxLevel":"4"};0000-00-00 00:00:00;1;0
983;158;1;7;combined;0;349, 400, 371, 396, 372;349,400,371,396,372;;970,977,964,967;;medalBased;1;0;;;roboti-prepositions-mix;{"maxLevel":"6"};0000-00-00 00:00:00;1;0
984;167;1;7;combined;0;355, 361, 381, 383, 384, 362, 382, 385;355,361,381,383,362,382,385;;975,976;;medalBased;1;0;;;roboti-modal-verbs-mix;{"maxLevel":"7"};0000-00-00 00:00:00;1;0
985;155;1;7;combined;0;350, 403, 364, 365, 352, 354, 353, 377, 378;1496,350,403,364,365,352,354,353,377,378;;;;medalBased;1;0;Big tenses mix;;roboti-mix-tenses;{"maxLevel":"7"};0000-00-00 00:00:00;1;0
986;86;1;3;basic;0;;;401,972,341,410,360,882;;;medalBased;2;0;;;dictate-indefinite-article-2-uroven;;0000-00-00 00:00:00;0;0
987;281;1;19;combined;0;1414;2016,2221;;2103,988,998,1986,2101,2105,2309,362,357,445,1460,1414,2016,2221,1415,1706,2017,1424,1711,1826;1414,2016,2221;medalBased;3;10;;[[["text","trial"]],[["img","img\/slovicka\/crime 16.png"]],[["text","punishment"]]];slovicka-crime;;0000-00-00 00:00:00;1;3
988;282;1;19;combined;0;1415;2017,1706;;2103,987,998,1986,2101,2105,2309,362,357,445,1460,1414,2016,2221,1415,1706,2017,1424,1711,1826;1415,1706,2017;medalBased;3;10;;[[["text","rubbish"]],[["img","img\/slovicka\/bin.jpg"]],[["text","wind power"]]];slovicka-environment-disasters;;0000-00-00 00:00:00;1;4
989;265;1;19;combined;0;1416;1819,1707,1987;;1987,991,990,1007,1418,1821,2223,1416,1707,1819,1417,1820,2222,1431,2021,2229;1416,1707,1819;medalBased;3;10;;[[["text","make a profit"]],[["text","starting salary"]],[["text","resignation"]]];slovicka-the-world-of-work;;0000-00-00 00:00:00;1;5
990;266;1;19;combined;0;1417;1820,2222;;991,989,1987,1007,1418,1821,2223,1416,1707,1819,1417,1820,2222,1431,2021,2229;1417,1820,2222;medalBased;3;10;;[[["text","income"]],[["text","borrow"]],[["text","be broke"]]];slovicka-money;;0000-00-00 00:00:00;1;6
991;264;1;19;combined;0;1418;1821,2223,862;;862,989,1987,990,1007,1418,1821,2223,1416,1707,1819,1417,1820,2222,1431,2021,2229;1418,1821,2223;medalBased;3;10;;[[["text","discipline"]],[["text","hard-working"]],[["text","hand in"]]];slovicka-education;;0000-00-00 00:00:00;1;3
993;276;1;19;combined;0;1420;1822,1708;;205,996,1988,1001,837,1420,1708,1822,1423,1710,1825;1420,1708,1822;medalBased;3;10;;[[["text","novel"]],[["text","to flick through"]],[["text","investigate"]]];slovicka-books;;0000-00-00 00:00:00;1;0
994;267;1;19;combined;0;1421;1823,1709;1007;862,2065,1421,1709,1823,2064,2066,2303;1421,1709,1823;medalBased;2;7;;[[["img","img\/slovicka\/shopping 53.jpg"]],[["text","return"]],[["text","broken"]]];slovicka-shopping-2-uroven;;0000-00-00 00:00:00;1;7
995;272;1;19;combined;0;1422;1824,2224;;868,916,1410,1816,1422,1824,2224;1422,1824,2224;medalBased;3;10;;[[["img","img\/slovicka\/food 8.jpg"]],[["img","img\/slovicka\/food 23.jpg"]],[["text","edible"]]];slovicka-preparing-food;;0000-00-00 00:00:00;1;0
996;277;1;19;combined;0;1423;1825,1710,1988;;1988,205,993,1001,837,1420,1708,1822,1423,1710,1825;1423,1710,1825;medalBased;3;10;;[[["img","img\/slovicka\/headphones.jpg"]],[["text","development"]],[["text","portable"]]];slovicka-technology;;0000-00-00 00:00:00;1;0
998;283;1;19;combined;0;1424;1826,1711,1986;;1986,2103,987,988,2101,2105,2309,362,357,445,1460,1414,2016,2221,1415,1706,2017,1424,1711,1826;1424,1711,1826;medalBased;3;10;;[[["text","national"]],[["text","emigrate"]],[["text","population"]]];slovicka-countries-and-its-politics;;0000-00-00 00:00:00;1;6
999;273;1;19;combined;0;1425;1940,2225;;193,1004,894,1376,1788,1425,1940,2225;1425,1940,2225;medalBased;2;8;;[[["text","get-together"]],[["text","dress up"]],[["text","have fun"]]];slovicka-speacial-days;;0000-00-00 00:00:00;1;0
1000;287;1;19;combined;0;1426;2018,2226;;197,1426,2018,2226,1380,1792,2220,2607;1426,2018,2226;medalBased;2;8;;[[["text","clear the table"]],[["text","order"]],[["img","img\/slovicka\/salt_and_pepper.jpg"]]];slovicka-at-a-restaurant;;0000-00-00 00:00:00;1;0
1001;278;1;19;combined;0;1427;1827,1712;;205,993,996,1988,836,901,1388,1798,1963,2029,2291,1427,1712,1827;1427,1712,1827;medalBased;2;9;;[[["text","direct"]],[["text","scary"]],[["text","audience"]]];slovicka-cinema-tv;;0000-00-00 00:00:00;1;0
1004;274;1;19;combined;0;1428;2019,1713;;193,870,211,212,999,1428,1713,2019;1428,1713,2019;medalBased;2;9;;[[["text","have classes"]],[["img","img\/slovicka\/daily routines 8.jpg"]],[["text","raise"]]];slovicka-daily-routines;;0000-00-00 00:00:00;1;0
1005;285;1;19;combined;0;1429;2020;;1991,1006,1972,2032,2293,1429,2020,2227,1038,1430,1828,2228;2020;medalBased;2;10;;[[["img","img\/slovicka\/holidays 15.jpg"]],[["img","img\/slovicka\/holidays 19.jpg"]],[["text","go on a package holiday"]]];slovicka-holidays;{"illustrationsAlwaysWithDesc":1};0000-00-00 00:00:00;1;0
1006;294;1;19;combined;0;1430;1828,2228;;1991,1005,1972,2032,2293,1429,2020,2227,1038,1430,1828,2228;1038,1430,1828,2228;medalBased;3;10;V letadle;[[["img","img\/slovicka\/air travel 2.jpg"]],[["text","direct flight"]],[["text","jet lag"]]];slovicka-air-travel;;0000-00-00 00:00:00;1;0
1007;267;1;19;combined;0;1431;2021,2229,994;;991,989,1987,990,1418,1821,2223,1416,1707,1819,1417,1820,2222,1431,2021,2229;1431,2021,2229;medalBased;3;10;;[[["text","bargain"]],[["text","browse"]],[["text","complaint"]]];slovicka-shopping-3-uroven;;2018-04-03 15:12:11;1;8
1011;212;1;41;basic;0;;1014,1037,1012,1027,1013,1032,1035,854;1021,1019,259,862,994,917,1407,1421;;;medalBased;1;0;Nakupování;;chat-nakupovani-1-uroven;;2018-04-20 15:43:24;0;0
1012;213;1;41;basic;0;;1011,1014,1037,1027,1013,1032,1035,854;1020,1030,1025,258,197,266,1004,999;;;medalBased;1;0;Telefonování;;chat-telefonovani-1-uroven;;2018-04-20 15:43:42;0;0
1013;213;1;41;basic;0;;1011,1014,1037,1012,1027,1032,1035,854;1020,1030,1025,258,197,266,1004,999;;;medalBased;1;0;Na ulici;;chat-na-ulici-1-uroven;;2018-04-20 15:43:58;0;0
1014;212;1;41;basic;0;;1011,1037,1012,1027,1013,1032,1035,854;1021,1019,259,862,994,917,1407,1421;;;medalBased;1;0;Ve škole;;chat-ve-skole-1-uroven;;2018-04-20 15:44:22;0;0
1015;92;1;41;basic;0;;;1444,1017;875,1879,2612,2613,2790,1885,426,2510,2625,2521;875;medalBased;1;7;;;chat-present-simple-tense;;2018-04-20 15:44:59;1;0
1016;155;1;41;basic;0;;;;1496,1497;;medalBased;1;7;Present simple vs. present continuous;;chat-present-simple-vs-present-continuous;;2018-04-20 15:45:18;1;0
1017;94;1;41;basic;0;;1015;1445;420,884,933,1744,364,352,421,1475,2511,2519;884,933,1744;medalBased;1;7;;;chat-past-simple-tense-regular;;2018-04-20 15:47:27;1;0
1018;212;1;41;basic;0;;1021,1019,259,862,994,917,1407,1421;1028,1029,1038,1036,1031,1034,856,868;;;medalBased;3;0;Ve škole;;chat-ve-skole-3-uroven;;2018-04-23 12:43:00;0;0
1019;212;1;41;basic;0;;;;1021,1020,1025,1030,2602;;medalBased;2;8;Nakupování;;chat-nakupovani-2-uroven;;2018-04-23 12:43:56;1;0
1020;213;1;41;basic;0;;;;1025,1030,1019,1021,2602;;medalBased;2;8;Telefonování;;chat-telefonovani-2-uroven;;2018-04-23 12:44:29;1;0
1021;212;1;41;basic;0;;;;1019,1020,1025,1030,2602;;medalBased;2;7;Ve škole;;chat-ve-skole-2-uroven;;2018-04-23 12:48:34;1;0
1022;128;1;26;basic;0;;;392,1500;392,1500,1345,1346,76,162,1771,2242,163,2001,2243;;medalBased;1;5;;[[["text","This is Alena. Tomáš lives with _."]],[["text","This is my favourite book. I could read _ over and over."]],[["text","Can you tell _ to be quiet?"]]];doplnovacka-personal-pronouns-1-uroven;;2018-05-02 18:54:49;1;0
1023;91;1;26;basic;0;;409;1499;1499,930,1456;;medalBased;3;10;;[[["text","We need at least two _ of bread."]],[["text","There are _ of glasses."]],[["text","I can't decide between these two _."]]];doplnovacka-nouns-plurals-irregular-3-uroven;;2018-05-02 18:58:27;1;0
1024;294;1;41;basic;0;;;1038;1033,1038,189,1372,2010,2264,2047,2053,2058,2300,2050,2055,2060,2238;;medalBased;2;8;Veřejná doprava;;chat-verejna-doprava-2-uroven;;2018-05-09 08:16:53;1;0
1025;213;1;41;basic;0;;;;1020,1030,1019,1021,2602;;medalBased;2;8;Na poště;;chat-na-poste-2-uroven;;2018-05-09 08:17:32;1;0
1026;215;1;41;basic;0;;1037,1027,1032,1011,1014,1012,1013,1035;1028,1038,1034,1006,1430,1021,1019,1024;;;medalBased;2;0;Na letišti;;chat-na-letisti-2-uroven;;2018-05-09 08:17:49;0;0
1027;215;1;41;basic;0;;1011,1014,1037,1012,1013,1032,1035,854;1024,1026,1033,1005,1000,1426,1429,1011;;;medalBased;1;0;Veřejná doprava;;chat-verejna-doprava-1-uroven;;2018-05-09 08:19:12;0;0
1028;215;1;41;basic;0;;1024,1026,1033,1005,1000,1426,1429,1021;1018,1029,1038,1036,1031,1034,856,868;;;medalBased;3;0;Veřejná doprava;;chat-verejna-doprava-3-uroven;;2018-05-09 08:19:30;0;0
1029;212;1;41;basic;0;;1021,1019,259,862,994,917,1407,1421;1018,1028,1038,1036,1031,1034,856,868;;;medalBased;3;0;Nakupování;;chat-nakupovani-3-uroven;;2018-05-09 08:20:53;0;0
1030;213;1;41;basic;0;;;;1020,1025,1019,1021,2602;;medalBased;2;8;Na ulici;;chat-na-ulici-2-uroven;;2018-05-09 08:21:41;1;0
1031;213;1;41;basic;0;;1020,1030,1025,258,197,266,1004,999;1018,1028,1029,1038,1036,1034,856,868;;;medalBased;3;0;Na ulici;;chat-na-ulici-3-uroven;;2018-05-09 08:24:09;0;0
1032;215;1;41;basic;0;;1011,1014,1037,1012,1027,1013,1035,854;1024,1026,1033,1005,1000,1426,1429,1011;;;medalBased;1;0;Taxi;;chat-taxi-1-uroven;;2018-05-09 08:24:51;0;0
1033;294;1;41;basic;0;;;1038;1024,1038,381,189,1372,1972,1991,2010,2032,2264,2293,2047,2053,2058,2300,1005,1429,2020,2227,2050,2055,2060,2238,1006,1430,1828,2228;;medalBased;2;9;Taxi;;chat-taxi-2-uroven;;2018-05-09 08:25:09;1;0
1034;215;1;41;basic;0;;1024,1026,1033,1005,1000,1426,1429,1021;1018,1028,1029,1038,1036,1031,856,868;;;medalBased;3;0;Taxi;;chat-taxi-3-uroven;;2018-05-09 08:25:26;0;0
1035;213;1;41;basic;0;;1011,1014,1037,1012,1027,1013,1032,854;1020,1030,1025,258,197,266,1004,999;;;medalBased;1;0;Na poště;;chat-na-poste-1-uroven;;2018-05-09 08:26:04;0;0
1036;213;1;41;basic;0;;1020,1030,1025,258,197,266,1004,999;1018,1028,1029,1038,1031,1034,856,868;;;medalBased;3;0;Na poště;;chat-na-poste-3-uroven;;2018-05-09 08:26:32;0;0
1037;215;1;41;basic;0;;1011,1014,1012,1027,1013,1032,1035,854;1024,1026,1033,1005,1000,1426,1429,1011;;;medalBased;1;0;Na letišti;;chat-na-letisti-1-uroven;;2018-05-09 08:28:37;0;0
1038;294;1;41;basic;0;;1024,1033;;1024,1033,1972,1991,2032,2293,1005,1429,2020,2227,1006,1430,1828,2228;1006,1430,1828,2228;medalBased;3;10;Na letišti;;chat-na-letisti-3-uroven;;2018-05-09 08:28:53;1;0
1039;131;1;26;basic;0;;347;;347,407,594,447,1759;;medalBased;3;10;;[[["text","There's _ juice left in the bottle."]],[["text","There are _ children in the kindergartens than there used to be."]],[["text","There are so _ things I would like to tell you about."]]];doplnovacka-determiners-few-little-much-many-3-uroven;;2018-07-10 17:45:42;1;0
1040;35;1;19;combined;0;1432;1829,2277;210;210,864,1662,1432,1829,2277,2794,1516,1720,1840;1432,1829,2277,2794;medalBased;2;8;;[[["img","img\/slovicka\/silo.jpg"]],[["img","img\/slovicka\/pigeonloft.jpg"]],[["img","img\/slovicka\/field.jpg"]]];slovicka-farming-2-uroven;;2018-08-16 12:03:39;1;0
1041;44;1;19;combined;0;1433;1830,2230,185;221;185,221,2090,1666,2092,2093,1433,1830,2070,2230,908,1404,1810,2072;1433,1830,2070,2230;medalBased;2;6;;[[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-stay.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-occupy.png"]],[["img","img\/slovicka-ilustrace-jana\/ilustrace-jana-lose.png"]]];slovicka-verbs_basic-2-uroven;;2018-08-16 13:53:16;1;0
1042;28;1;19;combined;0;1434;1831,2278;193;1997,1434,1831,2278,1978,2038,2298;1434,1831,2278;medalBased;1;5;;[[["img","img\/slovicka\/injection.jpg"]],[["text","allergy"]],[["text","exercise"]]];slovicka-health-1-uroven;;2018-08-16 13:57:45;1;0
1043;57;1;19;combined;0;1435;1832,2279;2103;2103,1044,1045,1046,1671,1435,1832,2213,2279,1436,1833,2280;1435,1832,2213,2279;medalBased;2;8;;[[["text","often"]],[["text","finally"]],[["text","late"]]];slovicka-prislovce-casu-cetnosti-2-uroven;;2018-08-16 17:05:40;1;0
1044;222;1;19;combined;0;1436;1833,2280;;1043,1045,1046,1671,1435,1832,2213,2279,1436,1833,2280;1436,1833,2280;medalBased;2;8;;[[["text","up"]],[["text","above"]],[["text","about"]]];slovicka-prislovce-mista-2-uroven;;2018-08-16 17:06:35;1;0
1045;223;1;19;combined;0;1437;1834,2281;1985;1985,1043,2103,1044,1046,1671,1437,1834,2281,1438,2022,2282,1525,1726,1770;1437,1834,2281;medalBased;2;9;;[[["text","bravely"]],[["text","quickly"]],[["text","politely"]]];slovicka-prislovce-zpusobu-2-uroven;;2018-08-16 17:07:10;1;0
1046;224;1;19;combined;0;1438;2022,2282;;1043,2103,1044,1045,1985,1671,1437,1834,2281,1438,2022,2282,1525,1726,1770;1438,2022,2282;medalBased;2;9;;[[["text","hardly"]],[["text","enough"]],[["text","too"]]];slovicka-prislovce-miry-2-uroven;;2018-08-16 17:07:39;1;0
1047;225;1;19;combined;0;1439;1941,2283;;1439,1941,2283;1439,1941,2283;medalBased;1;4;;[[["text","me"]],[["text","who"]],[["text","whoever"]]];slovicka-zajmena-1-uroven;;2018-08-16 17:08:10;1;0
