id;sentence;sentenceForeign;words;sound;visible;created
143;{"sentences":[{"sentence":"Can you hand me the _ ? I need to peel a cucumber.","translation":"Můžeš mi prosím podat *škrabku*? Potřebuji oloupat okurek.","solution":["peeler"],"distractors":[]},{"sentence":"Can you put the dirty plates into the _ ?","translation":"Můžeš dát špinavé talíře do *myčky*?","solution":["dishwasher"],"distractors":[]},{"sentence":"Where are the kitchen _ ? I need to weigh the ingredients.","translation":"Kde je *váha*? Potřebuji zvážit ingredience.","solution":["scales"],"distractors":[]},{"sentence":"Cut the vegetables on a _ .","translation":"Nakrájej zeleninu na *prkýnku*.","solution":["chopping board"],"distractors":[]}]};;;;1;2019-08-16 12:22:15
144;{"sentences":[{"sentence":"Can you dry the dishes with a _ ?","translation":"Můžeš utřít nádobí *utěrkou*?","solution":["tea towel"],"distractors":[]},{"sentence":"We ate with _ in the Vietnamese restaurant.","translation":"Ve vietnamské restauraci jsme jedli pomocí *hůlek*.","solution":["chopsticks"],"distractors":[]},{"sentence":"We can put some cheese in the pasta. Where is the cheese _ ?","translation":"Můžeme dát do těstovin sýr. Kde je *struhadlo na sýr*?","solution":["grater"],"distractors":[]},{"sentence":"Could you put these bananas in the fruit _ ?","translation":"Mohl bys dát banány do *misky* s ovocem?","solution":["bowl"],"distractors":[]}]};;;;1;2019-08-16 12:22:15
145;{"sentences":[{"sentence":"I cut myself with that big _ .","translation":"Řízla jsem se tím velkým *nožem*.","solution":["knife"],"distractors":[]},{"sentence":"I filled a large _ with salted water and brought it to the boil.","translation":"Naplnila jsem velký *hrnec* osolenou vodou a přivedla ji k varu.","solution":["pot"],"distractors":[]},{"sentence":"Why don't you drink your milkshake through a _ ?","translation":"Proč si nevypiješ svůj koktej *brčkem*?","solution":["straw"],"distractors":[]},{"sentence":"I will heat the milk in the _ .","translation":"Ohřeji mléko v *mikrovlnce*.","solution":["microwave"],"distractors":[]}]};;;;1;2019-08-16 12:22:15
146;{"sentences":[{"sentence":"There is a lot of dirty dishes in the _ .","translation":"Ve *dřezu* je hodně špinavého nádobí.","solution":["sink"],"distractors":[]},{"sentence":"The toast popped up from the _ .","translation":"Toust vyskočil z *toustovače*.","solution":["toaster"],"distractors":[]},{"sentence":"Do you want a _ of coffee?","translation":"Dáš si *hrnek* kávy?","solution":["cup"],"distractors":[]},{"sentence":"Before you eat the soup, stir it with your _ .","translation":"Než sníš polévku, zamíchej si ji *lžící*.","solution":["spoon"],"distractors":[]}]};;;;1;2019-08-16 12:22:16
147;{"sentences":[{"sentence":"Don't forget to put the milk back in the _ .","translation":"Nezapomeň vrátit mléko do *lednice*.","solution":["fridge"],"distractors":[]},{"sentence":"I will bake the cake in the _ for 30 minutes.","translation":"Budu v *troubě* péct dort 30 minut.","solution":["oven"],"distractors":[]},{"sentence":"To open the kidney beans, you have to use a _ .","translation":"K otevření fazolí musíš použít *otvírák na konzervy*.","solution":["can opener"],"distractors":[]},{"sentence":"Your mouth is dirty, use the _ .","translation":"Máš špinavou pusu, použij *ubrousek*.","solution":["napkin"],"distractors":[]}]};;;;1;2019-08-16 12:22:16
148;{"sentences":[{"sentence":"Have you got a gas or electric _ ?","translation":"Máte plynový nebo elektrický *sporák*?","solution":["cooker"],"distractors":[]},{"sentence":"Do you know how to use a knife and _ ?","translation":"Umíš používat *vidličku* a nůž?","solution":["fork"],"distractors":[]},{"sentence":"My _ is excellent. I don't need to use much fat for frying.","translation":"Moje *pánev* je skvělá. Nemusím při smažení používat mnoho tuku.","solution":["frying pan"],"distractors":[]},{"sentence":"Do you want a cup of tea? The _ is boiling.","translation":"Dáš si čaj? Voda v *konvici* už vře.","solution":["kettle"],"distractors":[]}]};;;;1;2019-08-16 12:22:16
149;{"sentences":[{"sentence":"If you want to make mashed potatoes, you need a _ .","translation":"Jestli chceš udělat bramborovou kaši, potřebuješ *šťouchadlo na brambory*.","solution":["potato masher"],"distractors":[]},{"sentence":"There is still a lot of food on your _ .","translation":"Na tvém *talíři* je stále hodně jídla.","solution":["plate"],"distractors":[]},{"sentence":"Use a _ to drain the pasta.","translation":"K scezení těstovin použij *síto*.","solution":["strainer"],"distractors":[]},{"sentence":"Would you like a _ of water?","translation":"Chtěl bys *sklenici* vody?","solution":["glass"],"distractors":[]}]};;;;1;2019-08-16 12:22:16
150;{"sentences":[{"sentence":"Turn the _ off.","translation":"Vypni vodu (*kohoutek*).","solution":["tap"],"distractors":[]},{"sentence":"We carried food in a shopping _ .","translation":"Nesli jsme jídlo v nákupním *košíku*.","solution":["basket"],"distractors":[]},{"sentence":"I used an _ to take the cake out of the oven.","translation":"Při vytahování dortu z trouby jsem použila *chňapku*.","solution":["oven glove"],"distractors":[]},{"sentence":"The waiter was carrying a _ of drinks.","translation":"Číšník nesl *tác* s drinky.","solution":["tray"],"distractors":[]}]};;;;1;2019-08-16 12:22:16
151;{"sentences":[{"sentence":" _ hung from the roof.","translation":"Ze střechy visely *rampouchy*.","solution":["Icicles"],"distractors":[]},{"sentence":"We could see a _ because the rain was falling, and the sun was shining at the same time.","translation":"Viděli jsme *duhu*, protože ve stejnou chvíli svítilo slunce a pršelo.","solution":["rainbow"],"distractors":[]},{"sentence":" _ is the season of the year lasting from March to June.","translation":"*Jaro* je roční období, které trvá od března do června.","solution":["Spring"],"distractors":[]},{"sentence":"Can you see the airplane high up in the _ ?","translation":"Vidíš to letadlo vysoko na *obloze*?","solution":["sky"],"distractors":[]}]};;;;1;2019-08-16 12:23:36
152;{"sentences":[{"sentence":" _ can happen during heavy rains.","translation":"K *záplavám* může dojít během silných dešťů.","solution":["Floods"],"distractors":[]},{"sentence":"We couldn't see anything in the _ .","translation":"V *mlze* jsme nic neviděli.","solution":["fog"],"distractors":[]},{"sentence":"The weather _ said it was going to snow later today.","translation":"*Předpověď* počasí říkala, že dnes bude sněžit.","solution":["forecast"],"distractors":[]},{"sentence":"We went to the beach because it was _ .","translation":"Šli jsme na pláž, protože bylo *slunečno*.","solution":["sunny"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
153;{"sentences":[{"sentence":"There was a strong _ blowing in the mountains.","translation":"V horách foukal silný *vítr*.","solution":["wind"],"distractors":[]},{"sentence":"Every _ is unique.","translation":"Každá *sněhová vločka* je jedinečná.","solution":["snowflake"],"distractors":[]},{"sentence":"It was so _ that we went to the swimming pool.","translation":"Bylo takové *horko*, že jsme šli do bazénu.","solution":["hot"],"distractors":[]},{"sentence":"Last _ Tom went skiing.","translation":"Tom jel minulou *zimu* na lyže.","solution":["winter"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
154;{"sentences":[{"sentence":"Take an umbrella. There will be showers of _ tomorrow.","translation":"Vezmi si deštník. Zítra budou *dešťové* přeháňky.","solution":["rain"],"distractors":[]},{"sentence":"The _ in the mountains can change very quickly.","translation":"*Počasí* se v horách může měnit každou chvíli.","solution":["weather"],"distractors":[]},{"sentence":"We couldn't drive home because there was a _ .","translation":"Nemohli jsme jet domů, protože byla *sněhová bouře*.","solution":["snowstorm"],"distractors":[]},{"sentence":"We could see the stars in the _ sky.","translation":"Na *jasné* obloze jsme viděli hvězdy.","solution":["clear"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
155;{"sentences":[{"sentence":"The tree was struck by _ in a thunderstorm.","translation":"*Blesk* během bouřky zasáhl strom.","solution":["lightning"],"distractors":[]},{"sentence":"It is not warm anymore, the _ is over.","translation":"Už není teplo, je po *létě*.","solution":["summer"],"distractors":[]},{"sentence":"It was _ all day yesterday.","translation":"Včera celý den *mrholilo*.","solution":["drizzling"],"distractors":[]},{"sentence":"The _ shows the outside temperature.","translation":"*Teploměr* ukazuje venkovní teplotu.","solution":["thermometer"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
156;{"sentences":[{"sentence":"Look at those _ , it is going to rain.","translation":"Podívej se na ty *mraky*, bude pršet.","solution":["clouds"],"distractors":[]},{"sentence":"I think it will rain. A _ has just fallen on my head.","translation":"Myslím, že bude pršet. Právě mi na hlavu spadla *kapka*.","solution":["raindrop"],"distractors":[]},{"sentence":"The _ rises every morning.","translation":"*Slunce* vychází každé ráno.","solution":["sun"],"distractors":[]},{"sentence":"Lightning is usually followed by _ .","translation":"Blesk je obvykle následován *zahřměním*.","solution":["thunder"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
157;{"sentences":[{"sentence":"The _ yesterday reached 38°C.","translation":"*Teplota* včera dosáhla 38°C.","solution":["temperature"],"distractors":[]},{"sentence":"A refreshing _ blew.","translation":"Foukal osvěžující *vánek*.","solution":["breeze"],"distractors":[]},{"sentence":"I need a little _ after all the rainy days.","translation":"Potřebuji trochu *slunečního svitu* po všech těch propršených dnech.","solution":["sunshine"],"distractors":[]},{"sentence":"The Mediterranean _ is good for growing olives.","translation":"Středomořské *podnebí* je dobré pro pěstování oliv.","solution":["climate"],"distractors":[]}]};;;;1;2019-08-16 12:23:37
158;{"sentences":[{"sentence":"The needle of the _ fell low.","translation":"Ručička na *barometru* klesla nízko.","solution":["barometer"],"distractors":[]},{"sentence":"Don't drive, there is _ on the roads.","translation":"Nejezdi autem, na silnicích je *led*.","solution":["ice"],"distractors":[]},{"sentence":"It wasn't that hot because we were there in _ .","translation":"Nebylo takové horko, protože jsme tam byli na *podzim*.","solution":["autumn"],"distractors":[]},{"sentence":" _ are violent storms.","translation":"*Hurikány* jsou silné bouře.","solution":["Hurricanes"],"distractors":[]}]};;;;1;2019-08-16 12:23:38
159;{"sentences":[{"sentence":"We waited at home because it _ for a few minutes.","translation":"Počkali jsme doma, protože chvíli *padaly kroupy*.","solution":["hailed"],"distractors":[]},{"sentence":"The room was so _ that I took off my coat.","translation":"V místnosti bylo takové *teplo*, že jsem si sundala kabát.","solution":["warm"],"distractors":[]},{"sentence":"A _ is a weather phenomenon in which a vertically oriented rotating column of air forms.","translation":"*Vzdušný vír* je jev, při kterém se tvoří vertikálně orientovaný sloupec vzduchu.","solution":["whirlwind"],"distractors":[]},{"sentence":"The moon rose above the _ .","translation":"Měsíc se vyhoupl nad *obzor*.","solution":["horizon"],"distractors":[]}]};;;;1;2019-08-16 12:23:38
160;{"sentences":[{"sentence":"The sun _ rises in the east.","translation":"Slunce *vždy* vychází na východě.","solution":["always"],"distractors":[]},{"sentence":"The film was great, I want to see it _ !","translation":"Ten film byl skvělý, chci ho vidět *znovu*!","solution":["again"],"distractors":[]},{"sentence":"I hate you, I will _ speak to you again!","translation":"Nesnáším tě, už s tebou *nikdy* nepromluvím!","solution":["never"],"distractors":[]},{"sentence":"Most of these people are paid _ .","translation":"Většina lidí dostává plat *jednou za měsíc*.","solution":["monthly"],"distractors":[]}]};;;;1;2019-08-16 12:24:32
161;{"sentences":[{"sentence":"The café is open _ except Sunday.","translation":"Kavárna je otevřená *každý den* kromě neděle.","solution":["daily"],"distractors":[]},{"sentence":"I like the town, but I don't think I will live there _ .","translation":"Mám to město rád, ale nemyslím si, že tam budu žít *navždy*.","solution":["forever"],"distractors":[]},{"sentence":"I was sleeping when _ a loud scream woke me up.","translation":"Spala jsem, když mě *najednou* vzbudil hlasitý výkřik.","solution":["suddenly"],"distractors":[]},{"sentence":"I'm pleased to _ meet you! Tom has been talking about you all the time.","translation":"Jsem rád, že tě *konečně* poznávám. Tom o tobě pořád mluví.","solution":["finally"],"distractors":[]}]};;;;1;2019-08-16 12:24:32
162;{"sentences":[{"sentence":"What is on TV _ ?","translation":"Co je *dnes večer* v televizi?","solution":["tonight"],"distractors":[]},{"sentence":"Marek is _ changing his mind, it's annoying!","translation":"Marek *neustále* mění názor, je to otravné!","solution":["constantly"],"distractors":[]},{"sentence":"I do my _ shopping on Saturdays.","translation":"Nakupuji *jednou týdně* – každou sobotu.","solution":["weekly"],"distractors":[]},{"sentence":"I don't want to go there tomorrorw, I want to go there _ .","translation":"Nechci tam jít zítra, chci tam jít *teď*.","solution":["now"],"distractors":[]}]};;;;1;2019-08-16 12:24:32
163;{"sentences":[{"sentence":"The Nobel prize is awarded _ .","translation":"Nobelova cena je udělována *jednou za rok*.","solution":["annually"],"distractors":[]},{"sentence":"How _ do you go to the gym?","translation":"Jak *často* chodíš do posilovny?","solution":["often"],"distractors":[]},{"sentence":"We had coffee, and _ we went to the cinema.","translation":"Dali jsme si kávu a *poté* jsme šli do kina.","solution":["afterwards"],"distractors":[]},{"sentence":"It's late. Can we do it _ ?","translation":"Je *pozdě*. Můžeme to udělat zítra?","solution":["tomorrow"],"distractors":[]}]};;;;1;2019-08-16 12:24:32
164;{"sentences":[{"sentence":"I have to get up _ tomorrow because we have an important meeting at 7 am.","translation":"Zítra musím vstát *brzy*, protože mám v 7 důležitou schůzku.","solution":["early"],"distractors":[]},{"sentence":"Have you seen her _ ? I think she moved out.","translation":"Viděl jsi ji *v poslední době*? Myslím, že se odstěhovala.","solution":["recently"],"distractors":[]},{"sentence":"What did you do _ ?","translation":"Co jsi *včera* dělal?","solution":["yesterday"],"distractors":[]},{"sentence":"I _ cook Italian food but not very often.","translation":"*Občas* vařím italské jídlo, ale ne příliš často.","solution":["sometimes"],"distractors":[]}]};;;;1;2019-08-16 12:24:33
165;{"sentences":[{"sentence":"There's an _ bus service into town. You can take the bus at half past 6 or half past 7.","translation":"Autobus jezdí *každou hodinu*. Můžeš jet o půl 7 nebo o půl 8.","solution":["hourly"],"distractors":[]},{"sentence":"What is the date _ ?","translation":"Kolikátého *dnes* je?","solution":["today"],"distractors":[]},{"sentence":"We _ see each other since he moved out.","translation":"Od té doby, co se odstěhoval se vídáme jen *zřídka*.","solution":["rarely"],"distractors":[]},{"sentence":"It is a _ journal. It is published four times a year.","translation":"Je to *čtvrtletník*. Vychází čtyřikrát za rok.","solution":["quarterly"],"distractors":[]}]};;;;1;2019-08-16 12:24:33
166;{"sentences":[{"sentence":"Did you have time to discuss it? No, we only chatted _ .","translation":"Měli jste čas si o tom promluvit? Ne, mluvili jsme spolu jen *krátce*.","solution":["briefly"],"distractors":[]},{"sentence":"Can we stay a bit longer? No, we have to leave _ .","translation":"Můžeme tady ještě chvíli zůstat? Ne, musíme *okamžitě* odejít.","solution":["immediately"],"distractors":[]},{"sentence":"If you want to be fit you need to exercise _ .","translation":"Jestli chceš být v dobré kondici, musíš cvičit *pravidelně*.","solution":["regularly"],"distractors":[]},{"sentence":"I _ get up at 7 but tomorrow I have to get up at 6.","translation":"*Obvykle* vstávám v 7, ale zítra musím vstát v 6.","solution":["usually"],"distractors":[]}]};;;;1;2019-08-16 12:24:33
167;{"sentences":[{"sentence":"They meet _ on Fridays. That means two times a month.","translation":"Setkávají se *jednou za dva týdny* v pátek. To znamená dvakrát za měsíc.","solution":["fortnightly"],"distractors":[]},{"sentence":"What will you do _ ?","translation":"Co budeš dělat *zítra*?","solution":["tomorrow"],"distractors":[]},{"sentence":"She called _ but I didn't answer any of the calls.","translation":"Volala *opakovaně*, ale já jsem žádný z hovorů nevzal.","solution":["repeatedly"],"distractors":[]},{"sentence":"I have to go to bed because I have to get up _ .","translation":"Musím jít spát, protože zítra *brzy* vstávám.","solution":["early"],"distractors":[]}]};;;;1;2019-08-16 12:24:33
168;{"sentences":[{"sentence":"She is crying because she has just received some very _ news.","translation":"Brečí, protože právě dostala *smutnou* zprávu.","solution":["sad"],"distractors":[]},{"sentence":"I'm very _ of you. You did a good job.","translation":"Jsem na tebe velmi *pyšný*. Odvedl jsi dobrou práci.","solution":["proud"],"distractors":[]},{"sentence":"I'm going to bed because I'm very _ .","translation":"Jdu spát, protože jsem opravdu *ospalý*.","solution":["sleepy"],"distractors":[]},{"sentence":" _ on you for behaving like that!","translation":"*Styď* se za to, jak ses choval!","solution":["Shame"],"distractors":[]}]};;;;1;2019-08-16 12:26:18
169;{"sentences":[{"sentence":"I'm not very good at coping in _ situations, I always need to take a deep breath.","translation":"Nezvládám dobře *stresové* situace, vždy se musím zhluboka nadechnout.","solution":["stressful"],"distractors":[]},{"sentence":"The film we watched was so _ that I fell asleep.","translation":"Film, na který jsme se dívali byl tak *nudný*, že jsem u něj usnul.","solution":["boring"],"distractors":[]},{"sentence":"I was _ that he came because he said that he wouldn't come.","translation":"Byla jsem *překvapená*, že přišel, protože říkal, že nepřijde.","solution":["surprised"],"distractors":[]},{"sentence":"I was so _ that I slammed the door after myself.","translation":"Byl jsem tak *naštvaný*, že jsem za sebou práskl dveřmi.","solution":["angry"],"distractors":[]}]};;;;1;2019-08-16 12:26:18
170;{"sentences":[{"sentence":"That was very _ of you to invite Petra to go with us.","translation":"Bylo to od tebe velmi *laskavé* pozvat Petru, aby šla s námi.","solution":["kind"],"distractors":[]},{"sentence":"This is an _ story, it should be published.","translation":"To je *zajímavý* příběh, měl by být publikován.","solution":["interesting"],"distractors":[]},{"sentence":"Are you _ with the results? Yes, I got the best score I could.","translation":"Jsi *spokojená* s výsledky? Ano, získala jsem nejlepší výsledek, jaký jsem mohla.","solution":["satisfied"],"distractors":[]},{"sentence":"They were filled with _ when they won the match.","translation":"Byly plní *radosti*, když vyhráli zápas.","solution":["joy"],"distractors":[]}]};;;;1;2019-08-16 12:26:18
171;{"sentences":[{"sentence":"I always call someone when I feel _ .","translation":"Když se cítím *osamělá*, vždy někomu zavolám.","solution":["lonely"],"distractors":[]},{"sentence":"I have got a lot of _ for people who try to save endangered species.","translation":"*Obdivuji* lidi, co se snaží zachránit ohrožené druhy.","solution":["admiration"],"distractors":[]},{"sentence":"He is very _ , he doesn't believe anyone.","translation":"Je velmi *podezíravý*, nikomu nevěří.","solution":["suspicious"],"distractors":[]},{"sentence":"He's a very _ man, he cried when their child was born.","translation":"Je to velmi *emotivní* muž, plakal, když se jim narodilo miminko.","solution":["emotinal"],"distractors":[]}]};;;;1;2019-08-16 12:26:18
172;{"sentences":[{"sentence":"He is very _ about his chances of winning a gold medal, he has trained a lot.","translation":"Je velmi *optimistický*, co se týká jeho šancí získat zlatou medaili, hodně trénoval.","solution":["optimistic"],"distractors":[]},{"sentence":"I need to go to bed because I'm _ .","translation":"Musím jít do postele, protože jsem *unavená*.","solution":["tired"],"distractors":[]},{"sentence":"I am _ to hear that you are feeling better.","translation":"*Ráda* slyším, že se cítíš lépe.","solution":["pleased"],"distractors":[]},{"sentence":"So where are we supposed to meet? I'm _ .","translation":"Kde se tedy máme setkat? Jsem *zmatený*.","solution":["confused"],"distractors":[]}]};;;;1;2019-08-16 12:26:18
173;{"sentences":[{"sentence":"Johan is very _ about football, he plays it every day.","translation":"Johan je *zapálený* do fotbalu, hraje ho každý den.","solution":["passionate"],"distractors":[]},{"sentence":"He's too _ to walk to work so he goes by car.","translation":"Je příliš *líný* na to chodit do práce pěšky, tak jezdí autem.","solution":["lazy"],"distractors":[]},{"sentence":"I _ my job, it is boring.","translation":"*Nesnáším* svoji práci, je nudná.","solution":["hate"],"distractors":[]},{"sentence":"I asked about the details because I was _ .","translation":"Vyptávala jsem se na podrobnosti, protože jsem byla *zvědavá*.","solution":["curious"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
174;{"sentences":[{"sentence":"I'm _ about the trip, it's going to be great.","translation":"Jsem z výletu *nadšená*, bude to skvělé.","solution":["excited"],"distractors":[]},{"sentence":"I'm _ to get the job, I will do anything.","translation":"Jsem *odhodlaný* získat tu práci, udělám cokoli.","solution":["determined"],"distractors":[]},{"sentence":"I am very _ with the results, I could do much better.","translation":"Jsem *nespokojená* se svými výsledky, mohla jsem být mnohem lepší.","solution":["unhappy"],"distractors":[]},{"sentence":"I feel _ when I speak in public.","translation":"Jsem *nervózní*, když mluvím na veřejnosti.","solution":["nervous"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
175;{"sentences":[{"sentence":"He got _ when I criticized him.","translation":"Byl *agresivní*, když jsem ho kritizovala.","solution":["aggressive"],"distractors":[]},{"sentence":"Are you _ ? Yes, I am, everything is perfect.","translation":"Jsi *šťastná*? Jsem, vše je perfektní.","solution":["happy"],"distractors":[]},{"sentence":"Monika has a _ of heights.","translation":"Monika má *strach* z výšek.","solution":["fear"],"distractors":[]},{"sentence":"He made a _ decision to resign to show what he believed in.","translation":"Udělal *statečné* rozhodnutí rezignovat, aby ukázal, v co věří.","solution":["courageous"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
176;{"sentences":[{"sentence":"She seemed _ about the fact that she didn't get into university.","translation":"Vypadala *deprimovaná* z toho, že se nedostala na univerzitu.","solution":["depressed"],"distractors":[]},{"sentence":"She is an excellent paediatrician because she has _ with children.","translation":"Je skvělá pediatrička, protože se do dětí dokáže *vcítit*.","solution":["empathy"],"distractors":[]},{"sentence":"Be careful of what you say to her, she is very _ to criticism.","translation":"Buď opatrný, co jí řekneš, je velmi *citlivá*, co se týká kritiky.","solution":["sensitive"],"distractors":[]},{"sentence":"You can do it. Be a bit more _ in yourself.","translation":"Zvládneš to! Buď více *sebevědomá*.","solution":["confident"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
177;{"sentences":[{"sentence":"The kids are enjoying his presence because he is in a _ mood.","translation":"Děti si užívají, že je tady, protože má *hravou* náladu.","solution":["playful"],"distractors":[]},{"sentence":"It is a _ idea to travel at night, you will be really tired.","translation":"To je *hloupý* nápad cestovat v noci, budeš hodně unavený.","solution":["stupid"],"distractors":[]},{"sentence":"She was _ that I could come.","translation":"Byla *potěšena*, že mohu přijít.","solution":["delighted"],"distractors":[]},{"sentence":"It was a _ decision to travel around the world alone.","translation":"Bylo to *odvážné* rozhodnutí cestovat kolem světa sama.","solution":["brave"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
178;{"sentences":[{"sentence":"I _ him. I want to marry him.","translation":"*Miluji* ho. Chci si ho vzít.","solution":["love"],"distractors":[]},{"sentence":"The children were _ by the game. They wanted to play it again and again.","translation":"Děti byly hrou *fascinované*. chtěly ji hrát znovu a znovu.","solution":["fascinated"],"distractors":[]},{"sentence":"The doctor was _ about his chances of recovery.","translation":"Doktor byl *pesimistický* vzhledem k jeho šancím na uzdravení.","solution":["pessimistic"],"distractors":[]},{"sentence":"I _ that he will come to the party, I want to talk to him.","translation":"*Doufám*, že přijde na party, chci s ním mluvit.","solution":["hope"],"distractors":[]}]};;;;1;2019-08-16 12:26:19
179;{"sentences":[{"sentence":"I feel _ . There is nothing I can do.","translation":"Cítím se *bezradný*. Nemohu nic udělat.","solution":["helpless"],"distractors":[]},{"sentence":"Martin's mum was _ that he failed the test.","translation":"Martinova mamka byla *zklamaná*, že v testu neuspěl.","solution":["disappointed"],"distractors":[]},{"sentence":"He lost his _ to live after his dog died.","translation":"Ztratil *vůli* žít poté, co jeho pes zemřel.","solution":["will"],"distractors":[]},{"sentence":"She has always _ politicians.","translation":"Nikdy *nevěřila* politikům.","solution":["mistrusted"],"distractors":[]}]};;;;1;2019-08-16 12:26:20
180;{"sentences":[{"sentence":"Ema had a _ on 24 July.","translation":"Emě se 24. července narodilo *miminko*.","solution":["baby"],"distractors":[]},{"sentence":"What _ is your sister?","translation":"Jaký je *věk* tvojí sestry?","solution":["age"],"distractors":[]},{"sentence":"The sister of my mother is my _ .","translation":"Sestra mé matky je moje *teta*.","solution":["aunt"],"distractors":[]}]};;;;1;2019-08-26 13:58:43
181;{"sentences":[{"sentence":"How many _ do you have?","translation":"Kolik máte *dětí*?","solution":["children"],"distractors":[]},{"sentence":"What is your _ ?","translation":"Jaké je tvoje *jméno*?","solution":["name"],"distractors":[]},{"sentence":"I'm Ivo's _ . We got married last summer.","translation":"Jsem Ivova *manželka*. Vzali jsme se loni v létě.","solution":["wife"],"distractors":[]}]};;;;1;2019-08-26 13:58:43
182;{"sentences":[{"sentence":"Klára and Anička are _ .","translation":"Klára a Anička jsou *sestry*.","solution":["sisters"],"distractors":[]},{"sentence":"The brother of my mother is my _ .","translation":"Bratr mojí matky je můj *strýc*.","solution":["uncle"],"distractors":[]},{"sentence":"I'm going to meet my boyfriend's _ at the weekend.","translation":"O víkendu se setkám s *rodiči* mého přítele.","solution":["parents"],"distractors":[]}]};;;;1;2019-08-26 13:58:43
183;{"sentences":[{"sentence":"My _ is five, her name is Markétka.","translation":"Moje *dcera* má pět let, jmenuje se Markétka.","solution":["daughter"],"distractors":[]},{"sentence":"We are a big _ !","translation":"Jsme velká *rodina*!","solution":["family"],"distractors":[]},{"sentence":"Do you know this man? Yes, I do, he's my _ .","translation":"Znáš tohoto muže? Ano, je to můj *manžel*.","solution":["husband"],"distractors":[]}]};;;;1;2019-08-26 13:58:43
184;{"sentences":[{"sentence":"My _ met my father when she was 18.","translation":"Moje *matka* potkala mého otce, když jí bylo 18.","solution":["mother"],"distractors":[]},{"sentence":"My father is a tall _ .","translation":"Můj otec je vysoký *muž*.","solution":["man"],"distractors":[]},{"sentence":"We have two _ , Veronika and Aneta.","translation":"Máme dvě *holky*, Veroniku a Anetu.","solution":["girls"],"distractors":[]}]};;;;1;2019-08-26 13:58:43
185;{"sentences":[{"sentence":"This is our _ Honzík, he is 4.","translation":"Tohle je náš *syn* Honzík, jsou mu 4.","solution":["son"],"distractors":[]},{"sentence":"My wife is a beautiful _ .","translation":"Moje manželka je krásná *žena*.","solution":["woman"],"distractors":[]},{"sentence":"She's not my girlfriend, we are just good _ .","translation":"Není moje přítelkyně, jsme jen dobří *kamarádi*.","solution":["friends"],"distractors":[]}]};;;;1;2019-08-26 13:58:44
186;{"sentences":[{"sentence":"My son was a bit of a rebel when he was a _ .","translation":"Můj syn byl tak trochu rebel, když byl *náctiletý*.","solution":["teenager"],"distractors":[]},{"sentence":"My _ is a doctor.","translation":"Můj *otec* je lékař.","solution":["father"],"distractors":[]},{"sentence":"Their baby was born last night. It's a _ !","translation":"Včera v noci se jim narodilo miminko. Je to *kluk*!","solution":["boy"],"distractors":[]}]};;;;1;2019-08-26 13:58:44
187;{"sentences":[{"sentence":"I come from a large family - I have four _ and a sister.","translation":"Pocházím z velké rodiny – mám čtyři *bratry* a sestru.","solution":["brothers"],"distractors":[]},{"sentence":"We invited 15 _ to our family dinner.","translation":"Na rodinnou večeři jsme pozvali 15 *lidí*.","solution":["people"],"distractors":[]},{"sentence":"My _ is in her seventies.","translation":"Moje *babička* je sedmdesátnice.","solution":["grandmother"],"distractors":[]}]};;;;1;2019-08-26 13:58:44
188;{"sentences":[{"sentence":"Do you _ football?","translation":"*Hraješ* fotbal?","solution":["play"],"distractors":[]},{"sentence":"I can _ under water.","translation":"Umím *plavat* pod vodou.","solution":["swim"],"distractors":[]},{"sentence":"If I _ for a long time, my knees hurt.","translation":"Když dlouho *stojím*, tak mě bolí kolena.","solution":["stand"],"distractors":[]}]};;;;1;2019-08-26 14:14:58
189;{"sentences":[{"sentence":"We _ house last summer.","translation":"Loni v létě jsme se *přestěhovali*.","solution":["moved"],"distractors":[]},{"sentence":"I _ into the water.","translation":"*Skočila* jsem do vody.","solution":["jumped"],"distractors":[]},{"sentence":"She is _ at the table.","translation":"*Sedí* u stolu.","solution":["sitting"],"distractors":[]}]};;;;1;2019-08-26 14:14:58
190;{"sentences":[{"sentence":"She _ off her bike.","translation":"Ona *spadla* z kola.","solution":["fell"],"distractors":[]},{"sentence":"When does she _ her new job?","translation":"Kdy *začíná* v nové práci?","solution":["start"],"distractors":[]},{"sentence":"We _ all night.","translation":"*Tančili* jsme celou noc.","solution":["danced"],"distractors":[]}]};;;;1;2019-08-26 14:14:58
191;{"sentences":[{"sentence":"I can _ very fast.","translation":"Umím *běhat* velmi rychle.","solution":["run"],"distractors":[]},{"sentence":"I can't _ eating this delicious cake.","translation":"Nemohu přestat *jíst* tento výborný dort.","solution":["stop"],"distractors":[]},{"sentence":"Let's go _ in the winter!","translation":"Pojeďme v zimě *lyžovat*.","solution":["skiing"],"distractors":[]}]};;;;1;2019-08-26 14:14:58
